Gene	RAWVALUE	VALUE
LMOf2365_0761	0.0	0.0
LMOf2365_0762	0.0	0.0
LMOf2365_0763	0.0	0.0
LMOf2365_0764	0.0	0.0
LMOf2365_0765	0.0	0.0
LMOf2365_0766	0.0	0.0
LMOf2365_0767	0.0	0.0
LMOf2365_0768	1.0	1.0
LMOf2365_0769	0.0	0.0
LMOf2365_0770	0.0	0.0
LMOf2365_0771	1.0	1.0
LMOf2365_0772	2.0	1.0
LMOf2365_0773	0.0	0.0
LMOf2365_0774	0.0	0.0
LMOf2365_0775	0.0	0.0
LMOf2365_0776	0.0	0.0
LMOf2365_0777	0.0	0.0
LMOf2365_0778	14.0	3.807354922
LMOf2365_0779	0.0	0.0
LMOf2365_0780	2.0	1.0
LMOf2365_0781	2.0	1.0
LMOf2365_0782	0.0	0.0
LMOf2365_0783	1.0	1.0
LMOf2365_0784	2.0	1.0
LMOf2365_0785	3.0	1.584962501
LMOf2365_0786	1.0	1.0
LMOf2365_0787	0.0	0.0
LMOf2365_0788	4.0	2.0
LMOf2365_0789	0.0	0.0
LMOf2365_0790	1.0	1.0
LMOf2365_0791	1.0	1.0
LMOf2365_0792	0.0	0.0
LMOf2365_0793	0.0	0.0
LMOf2365_0794	9.0	3.169925001
LMOf2365_0795	0.0	0.0
LMOf2365_0796	0.0	0.0
LMOf2365_0797	0.0	0.0
LMOf2365_0798	1.0	1.0
LMOf2365_0799	2.0	1.0
LMOf2365_0800	0.0	0.0
LMOf2365_0801	2.0	1.0
LMOf2365_0802	0.0	0.0
LMOf2365_0803	1.0	1.0
LMOf2365_0804	4.0	2.0
LMOf2365_0805	0.0	0.0
LMOf2365_0806	0.0	0.0
LMOf2365_0807	1.0	1.0
LMOf2365_0808	3.0	1.584962501
LMOf2365_0809	1.0	1.0
LMOf2365_0810	1.0	1.0
LMOf2365_0811	0.0	0.0
LMOf2365_0812	1.0	1.0
LMOf2365_0813	0.0	0.0
LMOf2365_0814	0.0	0.0
LMOf2365_0815	0.0	0.0
LMOf2365_0816	0.0	0.0
LMOf2365_0817	0.0	0.0
LMOf2365_0818	1.0	1.0
LMOf2365_0819	4.0	2.0
LMOf2365_0820	1.0	1.0
LMOf2365_0821	1.0	1.0
LMOf2365_0822	0.0	0.0
LMOf2365_0823	1.0	1.0
LMOf2365_0824	0.0	0.0
LMOf2365_0825	0.0	0.0
LMOf2365_0826	1.0	1.0
LMOf2365_0827	1.0	1.0
LMOf2365_0828	1.0	1.0
LMOf2365_0829	0.0	0.0
LMOf2365_0830	1.0	1.0
LMOf2365_0831	0.0	0.0
LMOf2365_0832	1.0	1.0
LMOf2365_0833	0.0	0.0
LMOf2365_0834	0.0	0.0
LMOf2365_0835	1.0	1.0
LMOf2365_0836	5.0	2.321928095
LMOf2365_0837	2.0	1.0
LMOf2365_0838	2.0	1.0
LMOf2365_0839	0.0	0.0
LMOf2365_0840	0.0	0.0
LMOf2365_0841	0.0	0.0
LMOf2365_0842	0.0	0.0
LMOf2365_0843	0.0	0.0
LMOf2365_0844	0.0	0.0
LMOf2365_0845	3.0	1.584962501
LMOf2365_0846	3.0	1.584962501
LMOf2365_0847	15.0	3.906890596
LMOf2365_0848	0.0	0.0
LMOf2365_0849	0.0	0.0
LMOf2365_0850	0.0	0.0
LMOf2365_0851	2.0	1.0
LMOf2365_0852	2.0	1.0
LMOf2365_0853	0.0	0.0
LMOf2365_0854	2.0	1.0
LMOf2365_0855	0.0	0.0
LMOf2365_0856	0.0	0.0
LMOf2365_0857	0.0	0.0
LMOf2365_0858	1.0	1.0
LMOf2365_0859	1.0	1.0
LMOf2365_0860	0.0	0.0
LMOf2365_0861	4.0	2.0
LMOf2365_0862	2.0	1.0
LMOf2365_0863	1.0	1.0
LMOf2365_0864	3.0	1.584962501
LMOf2365_0865	2.0	1.0
LMOf2365_0866	1.0	1.0
LMOf2365_0867	1.0	1.0
LMOf2365_0868	2.0	1.0
LMOf2365_0869	0.0	0.0
LMOf2365_0870	0.0	0.0
LMOf2365_0871	0.0	0.0
LMOf2365_0872	1.0	1.0
LMOf2365_0873	7.0	2.807354922
LMOf2365_0874	0.0	0.0
LMOf2365_0875	1.0	1.0
LMOf2365_0876	1.0	1.0
LMOf2365_0877	1.0	1.0
LMOf2365_0878	0.0	0.0
LMOf2365_0879	4.0	2.0
LMOf2365_0880	0.0	0.0
LMOf2365_0881	4.0	2.0
LMOf2365_0882	2.0	1.0
LMOf2365_0883	0.0	0.0
LMOf2365_0884	1.0	1.0
LMOf2365_0885	0.0	0.0
LMOf2365_0886	0.0	0.0
LMOf2365_0887	1.0	1.0
LMOf2365_0888	1.0	1.0
LMOf2365_0889	0.0	0.0
LMOf2365_0890	0.0	0.0
LMOf2365_0891	1.0	1.0
LMOf2365_0892	3.0	1.584962501
LMOf2365_0893	0.0	0.0
LMOf2365_0894	1.0	1.0
LMOf2365_0895	0.0	0.0
LMOf2365_0896	1.0	1.0
LMOf2365_0897	0.0	0.0
LMOf2365_0898	0.0	0.0
LMOf2365_0899	1.0	1.0
LMOf2365_0900	0.0	0.0
LMOf2365_0901	0.0	0.0
LMOf2365_0902	1.0	1.0
LMOf2365_0903	0.0	0.0
LMOf2365_0904	0.0	0.0
LMOf2365_0905	2.0	1.0
LMOf2365_0906	1.0	1.0
LMOf2365_0907	0.0	0.0
LMOf2365_0908	0.0	0.0
LMOf2365_0909	0.0	0.0
LMOf2365_0910	4.0	2.0
LMOf2365_0911	1.0	1.0
LMOf2365_0912	0.0	0.0
LMOf2365_0913	0.0	0.0
LMOf2365_0914	0.0	0.0
LMOf2365_0915	1.0	1.0
LMOf2365_0916	3.0	1.584962501
LMOf2365_0917	2.0	1.0
LMOf2365_0918	1.0	1.0
LMOf2365_0919	0.0	0.0
LMOf2365_0920	0.0	0.0
LMOf2365_0921	1.0	1.0
LMOf2365_0922	0.0	0.0
LMOf2365_0923	1.0	1.0
LMOf2365_0924	2.0	1.0
LMOf2365_0925	0.0	0.0
LMOf2365_0926	2.0	1.0
LMOf2365_0927	0.0	0.0
LMOf2365_0928	7.0	2.807354922
LMOf2365_0929	2.0	1.0
LMOf2365_0930	0.0	0.0
LMOf2365_0931	0.0	0.0
LMOf2365_0932	0.0	0.0
LMOf2365_0933	0.0	0.0
LMOf2365_0934	0.0	0.0
LMOf2365_0935	25.0	4.64385619
LMOf2365_0936	0.0	0.0
LMOf2365_0937	1.0	1.0
LMOf2365_0938	0.0	0.0
LMOf2365_0939	0.0	0.0
LMOf2365_0940	2.0	1.0
LMOf2365_0941	3.0	1.584962501
LMOf2365_0942	0.0	0.0
LMOf2365_0943	0.0	0.0
LMOf2365_0944	0.0	0.0
LMOf2365_0945	3.0	1.584962501
LMOf2365_0946	0.0	0.0
LMOf2365_0947	0.0	0.0
LMOf2365_0948	0.0	0.0
LMOf2365_0949	1.0	1.0
LMOf2365_0950	4.0	2.0
LMOf2365_0951	1.0	1.0
LMOf2365_0952	1.0	1.0
LMOf2365_0953	0.0	0.0
LMOf2365_0954	3.0	1.584962501
LMOf2365_0955	0.0	0.0
LMOf2365_0956	0.0	0.0
LMOf2365_0957	0.0	0.0
LMOf2365_0958	0.0	0.0
LMOf2365_0959	0.0	0.0
LMOf2365_0960	0.0	0.0
LMOf2365_0961	4.0	2.0
LMOf2365_0962	4.0	2.0
LMOf2365_0963	75.0	6.22881869
LMOf2365_0964	1.0	1.0
LMOf2365_0965	0.0	0.0
LMOf2365_0966	0.0	0.0
LMOf2365_0967	0.0	0.0
LMOf2365_0968	2.0	1.0
LMOf2365_0969	0.0	0.0
LMOf2365_0970	0.0	0.0
LMOf2365_0971	1.0	1.0
LMOf2365_0972	0.0	0.0
LMOf2365_0973	0.0	0.0
LMOf2365_0974	0.0	0.0
LMOf2365_0975	40.0	5.321928095
LMOf2365_0976	12.0	3.584962501
LMOf2365_0977	1.0	1.0
LMOf2365_0978	0.0	0.0
LMOf2365_0979	1.0	1.0
LMOf2365_0980	0.0	0.0
LMOf2365_0981	0.0	0.0
LMOf2365_0982	5.0	2.321928095
LMOf2365_0983	0.0	0.0
LMOf2365_0984	0.0	0.0
LMOf2365_0985	1.0	1.0
LMOf2365_0986	0.0	0.0
LMOf2365_0987	0.0	0.0
LMOf2365_0988	6.0	2.584962501
LMOf2365_0989	2.0	1.0
LMOf2365_0990	0.0	0.0
LMOf2365_0991	4.0	2.0
LMOf2365_0992	0.0	0.0
LMOf2365_0993	1.0	1.0
LMOf2365_0994	3.0	1.584962501
LMOf2365_0995	0.0	0.0
LMOf2365_0996	1.0	1.0
LMOf2365_0997	2.0	1.0
LMOf2365_0998	0.0	0.0
LMOf2365_0999	2.0	1.0
LMOf2365_1000	0.0	0.0
LMOf2365_1001	2.0	1.0
LMOf2365_1002	0.0	0.0
LMOf2365_1003	7.0	2.807354922
LMOf2365_1004	1.0	1.0
LMOf2365_1005	0.0	0.0
LMOf2365_1006	0.0	0.0
LMOf2365_1007	0.0	0.0
LMOf2365_1008	0.0	0.0
LMOf2365_1009	0.0	0.0
LMOf2365_1010	0.0	0.0
LMOf2365_1011	0.0	0.0
LMOf2365_1012	0.0	0.0
LMOf2365_1013	0.0	0.0
LMOf2365_1014	4.0	2.0
LMOf2365_1015	0.0	0.0
LMOf2365_1016	0.0	0.0
LMOf2365_1017	0.0	0.0
LMOf2365_1018	4.0	2.0
LMOf2365_1019	0.0	0.0
LMOf2365_1020	0.0	0.0
LMOf2365_1021	1.0	1.0
LMOf2365_1022	0.0	0.0
LMOf2365_1023	101.0	6.658211483
LMOf2365_1024	2.0	1.0
LMOf2365_1025	0.0	0.0
LMOf2365_1026	1.0	1.0
LMOf2365_1027	2.0	1.0
LMOf2365_1028	0.0	0.0
LMOf2365_1029	0.0	0.0
LMOf2365_1030	0.0	0.0
LMOf2365_1031	7.0	2.807354922
LMOf2365_1032	0.0	0.0
LMOf2365_1033	1.0	1.0
LMOf2365_1034	1.0	1.0
LMOf2365_1035	0.0	0.0
LMOf2365_1036	0.0	0.0
LMOf2365_1037	0.0	0.0
LMOf2365_1038	1.0	1.0
LMOf2365_1039	3.0	1.584962501
LMOf2365_1040	2.0	1.0
LMOf2365_1041	1.0	1.0
LMOf2365_1042	6.0	2.584962501
LMOf2365_1043	0.0	0.0
LMOf2365_1044	0.0	0.0
LMOf2365_1045	0.0	0.0
LMOf2365_1046	0.0	0.0
LMOf2365_1047	1.0	1.0
LMOf2365_1048	0.0	0.0
LMOf2365_1049	3.0	1.584962501
LMOf2365_1050	0.0	0.0
LMOf2365_1051	0.0	0.0
LMOf2365_1052	1.0	1.0
LMOf2365_1053	7.0	2.807354922
LMOf2365_1054	0.0	0.0
LMOf2365_1055	4.0	2.0
LMOf2365_1056	0.0	0.0
LMOf2365_1057	1.0	1.0
LMOf2365_1058	0.0	0.0
LMOf2365_1059	0.0	0.0
LMOf2365_1060	4.0	2.0
LMOf2365_1061	0.0	0.0
LMOf2365_1062	0.0	0.0
LMOf2365_1063	8.0	3.0
LMOf2365_1064	7.0	2.807354922
LMOf2365_1065	1.0	1.0
LMOf2365_1066	0.0	0.0
LMOf2365_1067	0.0	0.0
LMOf2365_1068	1.0	1.0
LMOf2365_1069	1.0	1.0
LMOf2365_1070	1.0	1.0
LMOf2365_1071	0.0	0.0
LMOf2365_1072	1.0	1.0
LMOf2365_1073	19.0	4.247927513
LMOf2365_1074	1.0	1.0
LMOf2365_1075	5.0	2.321928095
LMOf2365_1076	9.0	3.169925001
LMOf2365_1077	1.0	1.0
LMOf2365_1078	4.0	2.0
LMOf2365_1079	0.0	0.0
LMOf2365_1080	16.0	4.0
LMOf2365_1081	3.0	1.584962501
LMOf2365_1082	0.0	0.0
LMOf2365_1083	1.0	1.0
LMOf2365_1084	1.0	1.0
LMOf2365_1085	2.0	1.0
LMOf2365_1086	1.0	1.0
LMOf2365_1087	2.0	1.0
LMOf2365_1088	0.0	0.0
LMOf2365_1089	0.0	0.0
LMOf2365_1090	6.0	2.584962501
LMOf2365_1091	0.0	0.0
LMOf2365_1092	1.0	1.0
LMOf2365_1093	1.0	1.0
LMOf2365_1094	1.0	1.0
LMOf2365_1095	2.0	1.0
LMOf2365_1096	0.0	0.0
LMOf2365_1097	2.0	1.0
LMOf2365_1098	1.0	1.0
LMOf2365_1099	0.0	0.0
LMOf2365_1100	4.0	2.0
LMOf2365_1101	0.0	0.0
LMOf2365_1102	1.0	1.0
LMOf2365_1103	1.0	1.0
LMOf2365_1104	2.0	1.0
LMOf2365_1105	3.0	1.584962501
LMOf2365_1106	6.0	2.584962501
LMOf2365_1107	0.0	0.0
LMOf2365_1108	0.0	0.0
LMOf2365_1109	7.0	2.807354922
LMOf2365_1110	4.0	2.0
LMOf2365_1111	0.0	0.0
LMOf2365_1112	0.0	0.0
LMOf2365_1113	0.0	0.0
LMOf2365_1114	0.0	0.0
LMOf2365_1115	0.0	0.0
LMOf2365_1116	0.0	0.0
LMOf2365_1117	0.0	0.0
LMOf2365_1118	2.0	1.0
LMOf2365_1119	0.0	0.0
LMOf2365_1120	3.0	1.584962501
LMOf2365_1121	0.0	0.0
LMOf2365_1122	0.0	0.0
LMOf2365_1123	0.0	0.0
LMOf2365_1124	0.0	0.0
LMOf2365_1125	2.0	1.0
LMOf2365_1126	0.0	0.0
LMOf2365_1127	0.0	0.0
LMOf2365_1128	0.0	0.0
LMOf2365_1129	0.0	0.0
LMOf2365_1130	0.0	0.0
LMOf2365_1131	0.0	0.0
LMOf2365_1132	0.0	0.0
LMOf2365_1133	2.0	1.0
LMOf2365_1134	3.0	1.584962501
LMOf2365_1135	0.0	0.0
LMOf2365_1136	3.0	1.584962501
LMOf2365_1137	0.0	0.0
LMOf2365_1138	22.0	4.459431619
LMOf2365_1139	0.0	0.0
LMOf2365_1140	9.0	3.169925001
LMOf2365_1141	0.0	0.0
LMOf2365_1142	1.0	1.0
LMOf2365_1143	2.0	1.0
LMOf2365_1144	2.0	1.0
LMOf2365_1145	0.0	0.0
LMOf2365_1146	1.0	1.0
LMOf2365_1147	0.0	0.0
LMOf2365_1148	0.0	0.0
LMOf2365_1149	1.0	1.0
LMOf2365_1150	0.0	0.0
LMOf2365_1151	0.0	0.0
LMOf2365_1152	0.0	0.0
LMOf2365_1153	0.0	0.0
LMOf2365_1154	0.0	0.0
LMOf2365_1155	0.0	0.0
LMOf2365_1156	0.0	0.0
LMOf2365_1157	2.0	1.0
LMOf2365_1158	0.0	0.0
LMOf2365_1159	0.0	0.0
LMOf2365_1160	1.0	1.0
LMOf2365_1161	6.0	2.584962501
LMOf2365_1162	0.0	0.0
LMOf2365_1163	1.0	1.0
LMOf2365_1164	2.0	1.0
LMOf2365_1165	0.0	0.0
LMOf2365_1166	0.0	0.0
LMOf2365_1167	1.0	1.0
LMOf2365_1168	6.0	2.584962501
LMOf2365_1169	1.0	1.0
LMOf2365_1170	2.0	1.0
LMOf2365_1171	0.0	0.0
LMOf2365_1172	0.0	0.0
LMOf2365_1173	0.0	0.0
LMOf2365_1174	12.0	3.584962501
LMOf2365_1175	0.0	0.0
LMOf2365_1176	1.0	1.0
LMOf2365_1177	32.0	5.0
LMOf2365_1178	0.0	0.0
LMOf2365_1179	0.0	0.0
LMOf2365_1180	0.0	0.0
LMOf2365_1181	1.0	1.0
LMOf2365_1182	3.0	1.584962501
LMOf2365_1183	0.0	0.0
LMOf2365_1184	2.0	1.0
LMOf2365_1185	1.0	1.0
LMOf2365_1186	1.0	1.0
LMOf2365_1187	0.0	0.0
LMOf2365_1188	0.0	0.0
LMOf2365_1189	1.0	1.0
LMOf2365_1190	3.0	1.584962501
LMOf2365_1191	0.0	0.0
LMOf2365_1192	0.0	0.0
LMOf2365_1193	2.0	1.0
LMOf2365_1194	0.0	0.0
LMOf2365_1195	1.0	1.0
LMOf2365_1196	0.0	0.0
LMOf2365_1197	0.0	0.0
LMOf2365_1198	1.0	1.0
LMOf2365_1199	1.0	1.0
LMOf2365_1200	0.0	0.0
LMOf2365_1201	0.0	0.0
LMOf2365_1202	0.0	0.0
LMOf2365_1203	2.0	1.0
LMOf2365_1204	1.0	1.0
LMOf2365_1205	0.0	0.0
LMOf2365_1206	1.0	1.0
LMOf2365_1207	7.0	2.807354922
LMOf2365_1208	2.0	1.0
LMOf2365_1209	0.0	0.0
LMOf2365_1210	1.0	1.0
LMOf2365_1211	0.0	0.0
LMOf2365_1212	1.0	1.0
LMOf2365_1213	1.0	1.0
LMOf2365_1214	0.0	0.0
LMOf2365_1215	0.0	0.0
LMOf2365_1216	1.0	1.0
LMOf2365_1217	0.0	0.0
LMOf2365_1218	0.0	0.0
LMOf2365_1219	1.0	1.0
LMOf2365_1220	0.0	0.0
LMOf2365_1221	0.0	0.0
LMOf2365_1222	1.0	1.0
LMOf2365_1223	0.0	0.0
LMOf2365_1224	0.0	0.0
LMOf2365_1225	2.0	1.0
LMOf2365_1226	6.0	2.584962501
LMOf2365_1227	4.0	2.0
LMOf2365_1228	0.0	0.0
LMOf2365_1229	0.0	0.0
LMOf2365_1230	2.0	1.0
LMOf2365_1231	1.0	1.0
LMOf2365_1232	0.0	0.0
LMOf2365_1233	2.0	1.0
LMOf2365_1234	0.0	0.0
LMOf2365_1235	7.0	2.807354922
LMOf2365_1236	0.0	0.0
LMOf2365_1237	1.0	1.0
LMOf2365_1238	0.0	0.0
LMOf2365_1239	0.0	0.0
LMOf2365_1240	5.0	2.321928095
LMOf2365_1241	6.0	2.584962501
LMOf2365_1242	1.0	1.0
LMOf2365_1243	2.0	1.0
LMOf2365_1244	1.0	1.0
LMOf2365_1245	0.0	0.0
LMOf2365_1246	1.0	1.0
LMOf2365_1247	0.0	0.0
LMOf2365_1248	0.0	0.0
LMOf2365_1249	0.0	0.0
LMOf2365_1251	0.0	0.0
LMOf2365_1252	1.0	1.0
LMOf2365_1253	0.0	0.0
LMOf2365_1254	1.0	1.0
LMOf2365_1255	5.0	2.321928095
LMOf2365_1256	0.0	0.0
LMOf2365_1257	0.0	0.0
LMOf2365_1258	1.0	1.0
LMOf2365_1259	0.0	0.0
LMOf2365_1260	4.0	2.0
LMOf2365_1261	0.0	0.0
LMOf2365_1262	0.0	0.0
LMOf2365_1263	0.0	0.0
LMOf2365_1264	1.0	1.0
LMOf2365_1265	1.0	1.0
LMOf2365_1266	9.0	3.169925001
LMOf2365_1267	0.0	0.0
LMOf2365_1268	0.0	0.0
LMOf2365_1269	0.0	0.0
LMOf2365_1270	0.0	0.0
LMOf2365_1271	7.0	2.807354922
LMOf2365_1272	0.0	0.0
LMOf2365_1273	0.0	0.0
LMOf2365_1274	2.0	1.0
LMOf2365_1275	0.0	0.0
LMOf2365_1276	0.0	0.0
LMOf2365_1277	1.0	1.0
LMOf2365_1278	0.0	0.0
LMOf2365_1279	0.0	0.0
LMOf2365_1280	1.0	1.0
LMOf2365_1281	2.0	1.0
LMOf2365_1282	0.0	0.0
LMOf2365_1283	0.0	0.0
LMOf2365_1284	17.0	4.087462841
LMOf2365_1285	2.0	1.0
LMOf2365_1286	2.0	1.0
LMOf2365_1287	0.0	0.0
LMOf2365_1288	1.0	1.0
LMOf2365_1289	0.0	0.0
LMOf2365_1290	0.0	0.0
LMOf2365_1291	0.0	0.0
LMOf2365_1292	1.0	1.0
LMOf2365_1293	4.0	2.0
LMOf2365_1294	3.0	1.584962501
LMOf2365_1295	0.0	0.0
LMOf2365_1296	1.0	1.0
LMOf2365_1297	2.0	1.0
LMOf2365_1298	0.0	0.0
LMOf2365_1299	0.0	0.0
LMOf2365_1300	0.0	0.0
LMOf2365_1301	2.0	1.0
LMOf2365_1302	0.0	0.0
LMOf2365_1303	0.0	0.0
LMOf2365_1304	5.0	2.321928095
LMOf2365_1305	6.0	2.584962501
LMOf2365_1306	0.0	0.0
LMOf2365_1307	0.0	0.0
LMOf2365_1308	1.0	1.0
LMOf2365_1309	0.0	0.0
LMOf2365_1310	0.0	0.0
LMOf2365_1311	0.0	0.0
LMOf2365_1312	10.0	3.321928095
LMOf2365_1313	0.0	0.0
LMOf2365_1314	2.0	1.0
LMOf2365_1315	0.0	0.0
LMOf2365_1316	4.0	2.0
LMOf2365_1317	1.0	1.0
LMOf2365_1318	0.0	0.0
LMOf2365_1319	0.0	0.0
LMOf2365_1320	0.0	0.0
LMOf2365_1321	0.0	0.0
LMOf2365_1322	1.0	1.0
LMOf2365_1323	6.0	2.584962501
LMOf2365_1324	7.0	2.807354922
LMOf2365_1325	0.0	0.0
LMOf2365_1326	1.0	1.0
LMOf2365_1327	1.0	1.0
LMOf2365_1328	1.0	1.0
LMOf2365_1329	0.0	0.0
LMOf2365_1330	2.0	1.0
LMOf2365_1331	34.0	5.087462841
LMOf2365_1332	0.0	0.0
LMOf2365_1333	0.0	0.0
LMOf2365_1334	5.0	2.321928095
LMOf2365_1335	9.0	3.169925001
LMOf2365_1336	2.0	1.0
LMOf2365_1337	8.0	3.0
LMOf2365_1338	0.0	0.0
LMOf2365_1339	2.0	1.0
LMOf2365_1340	0.0	0.0
LMOf2365_1341	6.0	2.584962501
LMOf2365_1342	1.0	1.0
LMOf2365_1343	0.0	0.0
LMOf2365_1344	2.0	1.0
LMOf2365_1345	0.0	0.0
LMOf2365_1346	1.0	1.0
LMOf2365_1347	0.0	0.0
LMOf2365_1348	10.0	3.321928095
LMOf2365_1349	0.0	0.0
LMOf2365_1350	1.0	1.0
LMOf2365_1351	1.0	1.0
LMOf2365_1352	2.0	1.0
LMOf2365_1353	2.0	1.0
LMOf2365_1354	0.0	0.0
LMOf2365_1355	3.0	1.584962501
LMOf2365_1356	8.0	3.0
LMOf2365_1357	1.0	1.0
LMOf2365_1358	0.0	0.0
LMOf2365_1359	0.0	0.0
LMOf2365_1360	0.0	0.0
LMOf2365_1361	0.0	0.0
LMOf2365_1362	0.0	0.0
LMOf2365_1363	0.0	0.0
LMOf2365_1364	1.0	1.0
LMOf2365_1365	4.0	2.0
LMOf2365_1366	7.0	2.807354922
LMOf2365_1367	9.0	3.169925001
LMOf2365_1368	1.0	1.0
LMOf2365_1369	0.0	0.0
LMOf2365_1370	1.0	1.0
LMOf2365_1371	1.0	1.0
LMOf2365_1372	2.0	1.0
LMOf2365_1373	0.0	0.0
LMOf2365_1374	9.0	3.169925001
LMOf2365_1375	0.0	0.0
LMOf2365_1376	0.0	0.0
LMOf2365_1377	7.0	2.807354922
LMOf2365_1378	4.0	2.0
LMOf2365_1379	0.0	0.0
LMOf2365_1380	0.0	0.0
LMOf2365_1381	41.0	5.357552005
LMOf2365_1382	2.0	1.0
LMOf2365_1383	0.0	0.0
LMOf2365_1384	0.0	0.0
LMOf2365_1385	1.0	1.0
LMOf2365_1386	0.0	0.0
LMOf2365_1387	2.0	1.0
LMOf2365_1388	2.0	1.0
LMOf2365_1389	2.0	1.0
LMOf2365_1390	0.0	0.0
LMOf2365_1391	0.0	0.0
LMOf2365_1392	0.0	0.0
LMOf2365_1393	1.0	1.0
LMOf2365_1394	0.0	0.0
LMOf2365_1395	10.0	3.321928095
LMOf2365_1396	2.0	1.0
LMOf2365_1397	4.0	2.0
LMOf2365_1398	4.0	2.0
LMOf2365_1399	1.0	1.0
LMOf2365_1400	0.0	0.0
LMOf2365_1401	0.0	0.0
LMOf2365_1402	2.0	1.0
LMOf2365_1403	0.0	0.0
LMOf2365_1404	5.0	2.321928095
LMOf2365_1405	1.0	1.0
LMOf2365_1406	2.0	1.0
LMOf2365_1407	36.0	5.169925001
LMOf2365_1408	1.0	1.0
LMOf2365_1409	0.0	0.0
LMOf2365_1410	0.0	0.0
LMOf2365_1411	1.0	1.0
LMOf2365_1412	0.0	0.0
LMOf2365_1413	0.0	0.0
LMOf2365_1414	2.0	1.0
LMOf2365_1415	0.0	0.0
LMOf2365_1416	0.0	0.0
LMOf2365_1417	0.0	0.0
LMOf2365_1418	5.0	2.321928095
LMOf2365_1419	0.0	0.0
LMOf2365_1420	0.0	0.0
LMOf2365_1421	0.0	0.0
LMOf2365_1422	6.0	2.584962501
LMOf2365_1423	2.0	1.0
LMOf2365_1424	3.0	1.584962501
LMOf2365_1425	5.0	2.321928095
LMOf2365_1426	1.0	1.0
LMOf2365_1427	2.0	1.0
LMOf2365_1428	2.0	1.0
LMOf2365_1429	0.0	0.0
LMOf2365_1430	0.0	0.0
LMOf2365_1431	0.0	0.0
LMOf2365_1432	2.0	1.0
LMOf2365_1433	0.0	0.0
LMOf2365_1434	1.0	1.0
LMOf2365_1435	0.0	0.0
LMOf2365_1436	0.0	0.0
LMOf2365_1437	1.0	1.0
LMOf2365_1438	1.0	1.0
LMOf2365_1439	0.0	0.0
LMOf2365_1440	12.0	3.584962501
LMOf2365_1441	9.0	3.169925001
LMOf2365_1442	0.0	0.0
LMOf2365_1443	0.0	0.0
LMOf2365_1444	0.0	0.0
LMOf2365_1445	5.0	2.321928095
LMOf2365_1446	0.0	0.0
LMOf2365_1447	1.0	1.0
LMOf2365_1448	0.0	0.0
LMOf2365_1449	0.0	0.0
LMOf2365_1450	1.0	1.0
LMOf2365_1451	0.0	0.0
LMOf2365_1452	5.0	2.321928095
LMOf2365_1453	0.0	0.0
LMOf2365_1454	4.0	2.0
LMOf2365_1455	0.0	0.0
LMOf2365_1456	1.0	1.0
LMOf2365_1457	5.0	2.321928095
LMOf2365_1458	248.0	7.95419631
LMOf2365_1459	6.0	2.584962501
LMOf2365_1460	2.0	1.0
LMOf2365_1461	2.0	1.0
LMOf2365_1462	0.0	0.0
LMOf2365_1463	0.0	0.0
LMOf2365_1464	1.0	1.0
LMOf2365_1465	0.0	0.0
LMOf2365_1466	0.0	0.0
LMOf2365_1467	0.0	0.0
LMOf2365_1468	3.0	1.584962501
LMOf2365_1469	0.0	0.0
LMOf2365_1470	3.0	1.584962501
LMOf2365_1471	1.0	1.0
LMOf2365_1472	0.0	0.0
LMOf2365_1473	2.0	1.0
LMOf2365_1474	3.0	1.584962501
LMOf2365_1475	7.0	2.807354922
LMOf2365_1476	2.0	1.0
LMOf2365_1477	1.0	1.0
LMOf2365_1478	0.0	0.0
LMOf2365_1479	1.0	1.0
LMOf2365_1480	0.0	0.0
LMOf2365_1481	1.0	1.0
LMOf2365_1482	0.0	0.0
LMOf2365_1483	0.0	0.0
LMOf2365_1484	0.0	0.0
LMOf2365_1485	1.0	1.0
LMOf2365_1486	7.0	2.807354922
LMOf2365_1487	14.0	3.807354922
LMOf2365_1488	0.0	0.0
LMOf2365_1489	0.0	0.0
LMOf2365_1490	0.0	0.0
LMOf2365_1491	11.0	3.459431619
LMOf2365_1492	65.0	6.022367813
LMOf2365_1493	4.0	2.0
LMOf2365_1494	4.0	2.0
LMOf2365_1495	7.0	2.807354922
LMOf2365_1496	0.0	0.0
LMOf2365_1497	1.0	1.0
LMOf2365_1498	6.0	2.584962501
LMOf2365_1499	7.0	2.807354922
LMOf2365_1500	3.0	1.584962501
LMOf2365_1501	2.0	1.0
LMOf2365_1502	0.0	0.0
LMOf2365_1503	1.0	1.0
LMOf2365_1504	7.0	2.807354922
LMOf2365_1505	0.0	0.0
LMOf2365_1506	2.0	1.0
LMOf2365_1507	0.0	0.0
LMOf2365_1508	0.0	0.0
LMOf2365_1509	1.0	1.0
LMOf2365_1510	1.0	1.0
LMOf2365_1511	1.0	1.0
LMOf2365_1512	1.0	1.0
LMOf2365_1513	0.0	0.0
LMOf2365_1514	2.0	1.0
LMOf2365_1515	12.0	3.584962501
LMOf2365_1516	1.0	1.0
LMOf2365_1517	0.0	0.0
LMOf2365_1518	2.0	1.0
LMOf2365_1519	0.0	0.0
LMOf2365_1520	0.0	0.0
LMOf2365_1521	0.0	0.0
LMOf2365_1522	2.0	1.0
LMOf2365_1523	6.0	2.584962501
LMOf2365_1524	4.0	2.0
LMOf2365_1525	2.0	1.0
LMOf2365_1526	1.0	1.0
