Gene	RAWVALUE	VALUE
LMOf2365_1527	0.0	0.0
LMOf2365_1528	1.0	1.0
LMOf2365_1529	0.0	0.0
LMOf2365_1530	1.0	1.0
LMOf2365_1531	0.0	0.0
LMOf2365_1532	0.0	0.0
LMOf2365_1533	5.0	2.321928095
LMOf2365_1534	0.0	0.0
LMOf2365_1535	0.0	0.0
LMOf2365_1536	2.0	1.0
LMOf2365_1537	0.0	0.0
LMOf2365_1538	3.0	1.584962501
LMOf2365_1539	2.0	1.0
LMOf2365_1540	1.0	1.0
LMOf2365_1541	3.0	1.584962501
LMOf2365_1542	6.0	2.584962501
LMOf2365_1543	0.0	0.0
LMOf2365_1544	2.0	1.0
LMOf2365_1545	0.0	0.0
LMOf2365_1546	3.0	1.584962501
LMOf2365_1547	0.0	0.0
LMOf2365_1548	33.0	5.044394119
LMOf2365_1549	3.0	1.584962501
LMOf2365_1550	0.0	0.0
LMOf2365_1551	0.0	0.0
LMOf2365_1552	0.0	0.0
LMOf2365_1553	1.0	1.0
LMOf2365_1554	1.0	1.0
LMOf2365_1555	2.0	1.0
LMOf2365_1556	3.0	1.584962501
LMOf2365_1557	6.0	2.584962501
LMOf2365_1558	0.0	0.0
LMOf2365_1559	1.0	1.0
LMOf2365_1560	0.0	0.0
LMOf2365_1561	0.0	0.0
LMOf2365_1562	4.0	2.0
LMOf2365_1563	0.0	0.0
LMOf2365_1564	0.0	0.0
LMOf2365_1565	0.0	0.0
LMOf2365_1566	3.0	1.584962501
LMOf2365_1567	2.0	1.0
LMOf2365_1568	0.0	0.0
LMOf2365_1569	0.0	0.0
LMOf2365_1570	2.0	1.0
LMOf2365_1571	0.0	0.0
LMOf2365_1572	3.0	1.584962501
LMOf2365_1573	0.0	0.0
LMOf2365_1574	0.0	0.0
LMOf2365_1575	1.0	1.0
LMOf2365_1576	0.0	0.0
LMOf2365_1577	0.0	0.0
LMOf2365_1578	0.0	0.0
LMOf2365_1579	1.0	1.0
LMOf2365_1580	0.0	0.0
LMOf2365_1581	0.0	0.0
LMOf2365_1582	2.0	1.0
LMOf2365_1583	3.0	1.584962501
LMOf2365_1584	0.0	0.0
LMOf2365_1585	0.0	0.0
LMOf2365_1586	0.0	0.0
LMOf2365_1587	7.0	2.807354922
LMOf2365_1588	0.0	0.0
LMOf2365_1589	1.0	1.0
LMOf2365_1590	1.0	1.0
LMOf2365_1591	0.0	0.0
LMOf2365_1592	12.0	3.584962501
LMOf2365_1593	0.0	0.0
LMOf2365_1594	3.0	1.584962501
LMOf2365_1595	1.0	1.0
LMOf2365_1596	1.0	1.0
LMOf2365_1597	0.0	0.0
LMOf2365_1598	2.0	1.0
LMOf2365_1599	1.0	1.0
LMOf2365_1600	1.0	1.0
LMOf2365_1601	26.0	4.700439718
LMOf2365_1602	37.0	5.209453366
LMOf2365_1603	0.0	0.0
LMOf2365_1604	0.0	0.0
LMOf2365_1605	25.0	4.64385619
LMOf2365_1606	0.0	0.0
LMOf2365_1607	0.0	0.0
LMOf2365_1608	0.0	0.0
LMOf2365_1609	4.0	2.0
LMOf2365_1610	0.0	0.0
LMOf2365_1611	0.0	0.0
LMOf2365_1612	0.0	0.0
LMOf2365_1613	0.0	0.0
LMOf2365_1614	2.0	1.0
LMOf2365_1615	0.0	0.0
LMOf2365_1616	9.0	3.169925001
LMOf2365_1617	0.0	0.0
LMOf2365_1618	0.0	0.0
LMOf2365_1619	2.0	1.0
LMOf2365_1620	5.0	2.321928095
LMOf2365_1621	3.0	1.584962501
LMOf2365_1622	69.0	6.108524457
LMOf2365_1623	7.0	2.807354922
LMOf2365_1624	6.0	2.584962501
LMOf2365_1625	1.0	1.0
LMOf2365_1626	0.0	0.0
LMOf2365_1627	0.0	0.0
LMOf2365_1628	3.0	1.584962501
LMOf2365_1629	1.0	1.0
LMOf2365_1630	1.0	1.0
LMOf2365_1631	1.0	1.0
LMOf2365_1632	0.0	0.0
LMOf2365_1633	18.0	4.169925001
LMOf2365_1634	0.0	0.0
LMOf2365_1635	1.0	1.0
LMOf2365_1636	5.0	2.321928095
LMOf2365_1637	1.0	1.0
LMOf2365_1638	1.0	1.0
LMOf2365_1640	1.0	1.0
LMOf2365_1641	1.0	1.0
LMOf2365_1642	6.0	2.584962501
LMOf2365_1643	8.0	3.0
LMOf2365_1644	1.0	1.0
LMOf2365_1645	0.0	0.0
LMOf2365_1646	0.0	0.0
LMOf2365_1647	0.0	0.0
LMOf2365_1648	0.0	0.0
LMOf2365_1649	0.0	0.0
LMOf2365_1650	4.0	2.0
LMOf2365_1651	10.0	3.321928095
LMOf2365_1652	0.0	0.0
LMOf2365_1653	3.0	1.584962501
LMOf2365_1654	1.0	1.0
LMOf2365_1655	7.0	2.807354922
LMOf2365_1656	8.0	3.0
LMOf2365_1657	0.0	0.0
LMOf2365_1658	2.0	1.0
LMOf2365_1659	1.0	1.0
LMOf2365_1660	3.0	1.584962501
LMOf2365_1661	0.0	0.0
LMOf2365_1662	11.0	3.459431619
LMOf2365_1663	1.0	1.0
LMOf2365_1664	5.0	2.321928095
LMOf2365_1665	5.0	2.321928095
LMOf2365_1666	6.0	2.584962501
LMOf2365_1667	1.0	1.0
LMOf2365_1668	3.0	1.584962501
LMOf2365_1669	3.0	1.584962501
LMOf2365_1670	0.0	0.0
LMOf2365_1671	0.0	0.0
LMOf2365_1672	0.0	0.0
LMOf2365_1673	1.0	1.0
LMOf2365_1674	1.0	1.0
LMOf2365_1675	0.0	0.0
LMOf2365_1676	2.0	1.0
LMOf2365_1677	0.0	0.0
LMOf2365_1678	62.0	5.95419631
LMOf2365_1679	1.0	1.0
LMOf2365_1680	0.0	0.0
LMOf2365_1681	6.0	2.584962501
LMOf2365_1682	2.0	1.0
LMOf2365_1683	1.0	1.0
LMOf2365_1684	2.0	1.0
LMOf2365_1685	0.0	0.0
LMOf2365_1686	0.0	0.0
LMOf2365_1687	8.0	3.0
LMOf2365_1688	0.0	0.0
LMOf2365_1689	0.0	0.0
LMOf2365_1690	5.0	2.321928095
LMOf2365_1691	0.0	0.0
LMOf2365_1692	2.0	1.0
LMOf2365_1693	0.0	0.0
LMOf2365_1694	0.0	0.0
LMOf2365_1695	1.0	1.0
LMOf2365_1696	1.0	1.0
LMOf2365_1697	3.0	1.584962501
LMOf2365_1698	0.0	0.0
LMOf2365_1699	0.0	0.0
LMOf2365_1700	19.0	4.247927513
LMOf2365_1701	1.0	1.0
LMOf2365_1702	2.0	1.0
LMOf2365_1703	2.0	1.0
LMOf2365_1704	0.0	0.0
LMOf2365_1705	0.0	0.0
LMOf2365_1706	0.0	0.0
LMOf2365_1707	1.0	1.0
LMOf2365_1708	0.0	0.0
LMOf2365_1709	1.0	1.0
LMOf2365_1710	2.0	1.0
LMOf2365_1711	2.0	1.0
LMOf2365_1712	1.0	1.0
LMOf2365_1713	0.0	0.0
LMOf2365_1714	0.0	0.0
LMOf2365_1715	0.0	0.0
LMOf2365_1716	3.0	1.584962501
LMOf2365_1717	0.0	0.0
LMOf2365_1718	0.0	0.0
LMOf2365_1719	7.0	2.807354922
LMOf2365_1720	0.0	0.0
LMOf2365_1721	0.0	0.0
LMOf2365_1722	1.0	1.0
LMOf2365_1723	2.0	1.0
LMOf2365_1724	0.0	0.0
LMOf2365_1725	0.0	0.0
LMOf2365_1726	0.0	0.0
LMOf2365_1727	0.0	0.0
LMOf2365_1728	0.0	0.0
LMOf2365_1729	3.0	1.584962501
LMOf2365_1730	0.0	0.0
LMOf2365_1731	0.0	0.0
LMOf2365_1732	0.0	0.0
LMOf2365_1733	4.0	2.0
LMOf2365_1734	0.0	0.0
LMOf2365_1735	0.0	0.0
LMOf2365_1736	0.0	0.0
LMOf2365_1737	0.0	0.0
LMOf2365_1738	0.0	0.0
LMOf2365_1739	0.0	0.0
LMOf2365_1740	0.0	0.0
LMOf2365_1741	0.0	0.0
LMOf2365_1742	0.0	0.0
LMOf2365_1743	13.0	3.700439718
LMOf2365_1744	2.0	1.0
LMOf2365_1745	0.0	0.0
LMOf2365_1746	0.0	0.0
LMOf2365_1747	1.0	1.0
LMOf2365_1748	0.0	0.0
LMOf2365_1749	0.0	0.0
LMOf2365_1750	0.0	0.0
LMOf2365_1751	9.0	3.169925001
LMOf2365_1752	4.0	2.0
LMOf2365_1753	3.0	1.584962501
LMOf2365_1754	6.0	2.584962501
LMOf2365_1755	0.0	0.0
LMOf2365_1756	1.0	1.0
LMOf2365_1757	0.0	0.0
LMOf2365_1758	5.0	2.321928095
LMOf2365_1759	2.0	1.0
LMOf2365_1760	0.0	0.0
LMOf2365_1761	0.0	0.0
LMOf2365_1762	1.0	1.0
LMOf2365_1763	2.0	1.0
LMOf2365_1764	0.0	0.0
LMOf2365_1766	2.0	1.0
LMOf2365_1767	2.0	1.0
LMOf2365_1768	0.0	0.0
LMOf2365_1769	0.0	0.0
LMOf2365_1770	2.0	1.0
LMOf2365_1771	1.0	1.0
LMOf2365_1772	0.0	0.0
LMOf2365_1773	1.0	1.0
LMOf2365_1774	1.0	1.0
LMOf2365_1775	1.0	1.0
LMOf2365_1776	1.0	1.0
LMOf2365_1777	1.0	1.0
LMOf2365_1778	2.0	1.0
LMOf2365_1779	1.0	1.0
LMOf2365_1780	0.0	0.0
LMOf2365_1781	1.0	1.0
LMOf2365_1782	0.0	0.0
LMOf2365_1783	0.0	0.0
LMOf2365_1784	8.0	3.0
LMOf2365_1785	1.0	1.0
LMOf2365_1786	1.0	1.0
LMOf2365_1787	0.0	0.0
LMOf2365_1788	0.0	0.0
LMOf2365_1789	2.0	1.0
LMOf2365_1790	5.0	2.321928095
LMOf2365_1791	0.0	0.0
LMOf2365_1792	3.0	1.584962501
LMOf2365_1793	0.0	0.0
LMOf2365_1794	10.0	3.321928095
LMOf2365_1795	0.0	0.0
LMOf2365_1796	1.0	1.0
LMOf2365_1797	0.0	0.0
LMOf2365_1798	2.0	1.0
LMOf2365_1799	2.0	1.0
LMOf2365_1800	0.0	0.0
LMOf2365_1801	0.0	0.0
LMOf2365_1802	1.0	1.0
LMOf2365_1803	2.0	1.0
LMOf2365_1804	2.0	1.0
LMOf2365_1805	0.0	0.0
LMOf2365_1806	0.0	0.0
LMOf2365_1807	0.0	0.0
LMOf2365_1808	0.0	0.0
LMOf2365_1809	2.0	1.0
LMOf2365_1810	14.0	3.807354922
LMOf2365_1811	1.0	1.0
LMOf2365_1812	1.0	1.0
LMOf2365_1813	0.0	0.0
LMOf2365_1814	0.0	0.0
LMOf2365_1815	4.0	2.0
LMOf2365_1816	0.0	0.0
LMOf2365_1817	1.0	1.0
LMOf2365_1818	4.0	2.0
LMOf2365_1819	6.0	2.584962501
LMOf2365_1820	1.0	1.0
LMOf2365_1821	0.0	0.0
LMOf2365_1822	0.0	0.0
LMOf2365_1823	0.0	0.0
LMOf2365_1824	8.0	3.0
LMOf2365_1825	1.0	1.0
LMOf2365_1826	0.0	0.0
LMOf2365_1827	4.0	2.0
LMOf2365_1828	2.0	1.0
LMOf2365_1829	0.0	0.0
LMOf2365_1830	4.0	2.0
LMOf2365_1831	5.0	2.321928095
LMOf2365_1832	2.0	1.0
LMOf2365_1833	0.0	0.0
LMOf2365_1834	1.0	1.0
LMOf2365_1835	2.0	1.0
LMOf2365_1836	1.0	1.0
LMOf2365_1837	2.0	1.0
LMOf2365_1838	0.0	0.0
LMOf2365_1839	5.0	2.321928095
LMOf2365_1840	1.0	1.0
LMOf2365_1841	1.0	1.0
LMOf2365_1842	0.0	0.0
LMOf2365_1843	0.0	0.0
LMOf2365_1844	0.0	0.0
LMOf2365_1845	0.0	0.0
LMOf2365_1846	0.0	0.0
LMOf2365_1847	0.0	0.0
LMOf2365_1848	2.0	1.0
LMOf2365_1849	1.0	1.0
LMOf2365_1850	6.0	2.584962501
LMOf2365_1851	2.0	1.0
LMOf2365_1852	2.0	1.0
LMOf2365_1853	9.0	3.169925001
LMOf2365_1854	0.0	0.0
LMOf2365_1855	4.0	2.0
LMOf2365_1856	2.0	1.0
LMOf2365_1857	2.0	1.0
LMOf2365_1858	2.0	1.0
LMOf2365_1859	1.0	1.0
LMOf2365_1860	0.0	0.0
LMOf2365_1861	1.0	1.0
LMOf2365_1862	3.0	1.584962501
LMOf2365_1863	4.0	2.0
LMOf2365_1864	1.0	1.0
LMOf2365_1865	4.0	2.0
LMOf2365_1866	2.0	1.0
LMOf2365_1867	0.0	0.0
LMOf2365_1868	1.0	1.0
LMOf2365_1869	0.0	0.0
LMOf2365_1870	0.0	0.0
LMOf2365_1871	1.0	1.0
LMOf2365_1872	0.0	0.0
LMOf2365_1873	0.0	0.0
LMOf2365_1874	0.0	0.0
LMOf2365_1875	64.0	6.0
LMOf2365_1876	0.0	0.0
LMOf2365_1877	6.0	2.584962501
LMOf2365_1878	1.0	1.0
LMOf2365_1879	4.0	2.0
LMOf2365_1880	4.0	2.0
LMOf2365_1881	7.0	2.807354922
LMOf2365_1882	1.0	1.0
LMOf2365_1883	0.0	0.0
LMOf2365_1884	1.0	1.0
LMOf2365_1885	0.0	0.0
LMOf2365_1886	0.0	0.0
LMOf2365_1887	9.0	3.169925001
LMOf2365_1888	0.0	0.0
LMOf2365_1889	1.0	1.0
LMOf2365_1890	0.0	0.0
LMOf2365_1892	3.0	1.584962501
LMOf2365_1893	0.0	0.0
LMOf2365_1894	2.0	1.0
LMOf2365_1895	0.0	0.0
LMOf2365_1896	3.0	1.584962501
LMOf2365_1897	2.0	1.0
LMOf2365_1898	1.0	1.0
LMOf2365_1899	1.0	1.0
LMOf2365_1900	1.0	1.0
LMOf2365_1901	1.0	1.0
LMOf2365_1902	3.0	1.584962501
LMOf2365_1903	0.0	0.0
LMOf2365_1904	0.0	0.0
LMOf2365_1905	12.0	3.584962501
LMOf2365_1906	16.0	4.0
LMOf2365_1907	0.0	0.0
LMOf2365_1908	0.0	0.0
LMOf2365_1909	0.0	0.0
LMOf2365_1910	0.0	0.0
LMOf2365_1911	1.0	1.0
LMOf2365_1912	6.0	2.584962501
LMOf2365_1913	0.0	0.0
LMOf2365_1914	1.0	1.0
LMOf2365_1915	0.0	0.0
LMOf2365_1916	9.0	3.169925001
LMOf2365_1916.5	0.0	0.0
LMOf2365_1917	4.0	2.0
LMOf2365_1918	0.0	0.0
LMOf2365_1919	0.0	0.0
LMOf2365_1920	0.0	0.0
LMOf2365_1921	7.0	2.807354922
LMOf2365_1922	2.0	1.0
LMOf2365_1923	1.0	1.0
LMOf2365_1924	0.0	0.0
LMOf2365_1925	2.0	1.0
LMOf2365_1926	4.0	2.0
LMOf2365_1927	0.0	0.0
LMOf2365_1928	1.0	1.0
LMOf2365_1929	5.0	2.321928095
LMOf2365_1930	1.0	1.0
LMOf2365_1931	1.0	1.0
LMOf2365_1932	1.0	1.0
LMOf2365_1933	0.0	0.0
LMOf2365_1934	1.0	1.0
LMOf2365_1935	0.0	0.0
LMOf2365_1936	2.0	1.0
LMOf2365_1937	0.0	0.0
LMOf2365_1938	1.0	1.0
LMOf2365_1939	0.0	0.0
LMOf2365_1940	0.0	0.0
LMOf2365_1941	0.0	0.0
LMOf2365_1942	0.0	0.0
LMOf2365_1943	0.0	0.0
LMOf2365_1944	0.0	0.0
LMOf2365_1945	0.0	0.0
LMOf2365_1946	5.0	2.321928095
LMOf2365_1947	0.0	0.0
LMOf2365_1948	2.0	1.0
LMOf2365_1949	0.0	0.0
LMOf2365_1950	2.0	1.0
LMOf2365_1951	0.0	0.0
LMOf2365_1952	1.0	1.0
LMOf2365_1953	3.0	1.584962501
LMOf2365_1954	0.0	0.0
LMOf2365_1955	0.0	0.0
LMOf2365_1956	2.0	1.0
LMOf2365_1957	8.0	3.0
LMOf2365_1958	14.0	3.807354922
LMOf2365_1959	1.0	1.0
LMOf2365_1960	0.0	0.0
LMOf2365_1961	0.0	0.0
LMOf2365_1962	2.0	1.0
LMOf2365_1963	63.0	5.977279923
LMOf2365_1964	0.0	0.0
LMOf2365_1965	7.0	2.807354922
LMOf2365_1966	1.0	1.0
LMOf2365_1967	0.0	0.0
LMOf2365_1968	0.0	0.0
LMOf2365_1969	0.0	0.0
LMOf2365_1970	5.0	2.321928095
LMOf2365_1971	0.0	0.0
LMOf2365_1972	1.0	1.0
LMOf2365_1973	2.0	1.0
LMOf2365_1974	4.0	2.0
LMOf2365_1975	0.0	0.0
LMOf2365_1976	0.0	0.0
LMOf2365_1977	0.0	0.0
LMOf2365_1978	0.0	0.0
LMOf2365_1979	1.0	1.0
LMOf2365_1980	0.0	0.0
LMOf2365_1981	0.0	0.0
LMOf2365_1982	0.0	0.0
LMOf2365_1983	1.0	1.0
LMOf2365_1984	7.0	2.807354922
LMOf2365_1985	0.0	0.0
LMOf2365_1986	0.0	0.0
LMOf2365_1987	0.0	0.0
LMOf2365_1988	0.0	0.0
LMOf2365_1989	4.0	2.0
LMOf2365_1990	2.0	1.0
LMOf2365_1991	0.0	0.0
LMOf2365_1992	2.0	1.0
LMOf2365_1993	0.0	0.0
LMOf2365_1994	5.0	2.321928095
LMOf2365_1995	0.0	0.0
LMOf2365_1996	1.0	1.0
LMOf2365_1997	2.0	1.0
LMOf2365_1998	0.0	0.0
LMOf2365_1999	2.0	1.0
LMOf2365_2000	1.0	1.0
LMOf2365_2001	0.0	0.0
LMOf2365_2002	2.0	1.0
LMOf2365_2003	0.0	0.0
LMOf2365_2004	2.0	1.0
LMOf2365_2005	0.0	0.0
LMOf2365_2006	0.0	0.0
LMOf2365_2007	1.0	1.0
LMOf2365_2008	0.0	0.0
LMOf2365_2009	1.0	1.0
LMOf2365_2010	1.0	1.0
LMOf2365_2011	8.0	3.0
LMOf2365_2012	1.0	1.0
LMOf2365_2013	0.0	0.0
LMOf2365_2014	1.0	1.0
LMOf2365_2015	0.0	0.0
LMOf2365_2016	4.0	2.0
LMOf2365_2017	3.0	1.584962501
LMOf2365_2018	2.0	1.0
LMOf2365_2019	0.0	0.0
LMOf2365_2020	2.0	1.0
LMOf2365_2021	0.0	0.0
LMOf2365_2022	1.0	1.0
LMOf2365_2023	2.0	1.0
LMOf2365_2024	0.0	0.0
LMOf2365_2025	4.0	2.0
LMOf2365_2026	0.0	0.0
LMOf2365_2027	1.0	1.0
LMOf2365_2028	0.0	0.0
LMOf2365_2029	0.0	0.0
LMOf2365_2030	2.0	1.0
LMOf2365_2031	0.0	0.0
LMOf2365_2032	0.0	0.0
LMOf2365_2033	0.0	0.0
LMOf2365_2034	2.0	1.0
LMOf2365_2035	1.0	1.0
LMOf2365_2036	1.0	1.0
LMOf2365_2037	0.0	0.0
LMOf2365_2038	1.0	1.0
LMOf2365_2039	0.0	0.0
LMOf2365_2040	2.0	1.0
LMOf2365_2041	7.0	2.807354922
LMOf2365_2042	0.0	0.0
LMOf2365_2043	0.0	0.0
LMOf2365_2044	4.0	2.0
LMOf2365_2045	0.0	0.0
LMOf2365_2046	0.0	0.0
LMOf2365_2047	4.0	2.0
LMOf2365_2048	2.0	1.0
LMOf2365_2049	1.0	1.0
LMOf2365_2050	2.0	1.0
LMOf2365_2051	0.0	0.0
LMOf2365_2052	0.0	0.0
LMOf2365_2053	0.0	0.0
LMOf2365_2054	0.0	0.0
LMOf2365_2055	0.0	0.0
LMOf2365_2056	2.0	1.0
LMOf2365_2057	1.0	1.0
LMOf2365_2058	1.0	1.0
LMOf2365_2059	1.0	1.0
LMOf2365_2060	0.0	0.0
LMOf2365_2061	0.0	0.0
LMOf2365_2062	0.0	0.0
LMOf2365_2063	0.0	0.0
LMOf2365_2064	4.0	2.0
LMOf2365_2065	0.0	0.0
LMOf2365_2066	3.0	1.584962501
LMOf2365_2067	0.0	0.0
LMOf2365_2068	1.0	1.0
LMOf2365_2069	1.0	1.0
LMOf2365_2070	0.0	0.0
LMOf2365_2071	5.0	2.321928095
LMOf2365_2072	0.0	0.0
LMOf2365_2073	1.0	1.0
LMOf2365_2074	0.0	0.0
LMOf2365_2075	1.0	1.0
LMOf2365_2076	1.0	1.0
LMOf2365_2077	0.0	0.0
LMOf2365_2078	0.0	0.0
LMOf2365_2079	0.0	0.0
LMOf2365_2080	0.0	0.0
LMOf2365_2081	4.0	2.0
LMOf2365_2082	0.0	0.0
LMOf2365_2083	4.0	2.0
LMOf2365_2084	0.0	0.0
LMOf2365_2085	3.0	1.584962501
LMOf2365_2086	1.0	1.0
LMOf2365_2087	0.0	0.0
LMOf2365_2088	8.0	3.0
LMOf2365_2089	2.0	1.0
LMOf2365_2090	0.0	0.0
LMOf2365_2091	0.0	0.0
LMOf2365_2092	0.0	0.0
LMOf2365_2093	2.0	1.0
LMOf2365_2094	0.0	0.0
LMOf2365_2095	0.0	0.0
LMOf2365_2096	0.0	0.0
LMOf2365_2097	0.0	0.0
LMOf2365_2098	0.0	0.0
LMOf2365_2099	104.0	6.700439718
LMOf2365_2100	22.0	4.459431619
LMOf2365_2101	0.0	0.0
LMOf2365_2102	0.0	0.0
LMOf2365_2103	0.0	0.0
LMOf2365_2104	1.0	1.0
LMOf2365_2105	14.0	3.807354922
LMOf2365_2106	0.0	0.0
LMOf2365_2107	0.0	0.0
LMOf2365_2108	0.0	0.0
LMOf2365_2109	0.0	0.0
LMOf2365_2110	3.0	1.584962501
LMOf2365_2111	0.0	0.0
LMOf2365_2112	0.0	0.0
LMOf2365_2113	0.0	0.0
LMOf2365_2114	0.0	0.0
LMOf2365_2115	0.0	0.0
LMOf2365_2116	0.0	0.0
LMOf2365_2117	1.0	1.0
LMOf2365_2118	1.0	1.0
LMOf2365_2119	0.0	0.0
LMOf2365_2120	1.0	1.0
LMOf2365_2121	0.0	0.0
LMOf2365_2122	2.0	1.0
LMOf2365_2123	2.0	1.0
LMOf2365_2124	0.0	0.0
LMOf2365_2125	0.0	0.0
LMOf2365_2126	2.0	1.0
LMOf2365_2127	1.0	1.0
LMOf2365_2128	0.0	0.0
LMOf2365_2129	0.0	0.0
LMOf2365_2130	10.0	3.321928095
LMOf2365_2131	8.0	3.0
LMOf2365_2132	1.0	1.0
LMOf2365_2133	6.0	2.584962501
LMOf2365_2134	1.0	1.0
LMOf2365_2135	1.0	1.0
LMOf2365_2136	0.0	0.0
LMOf2365_2137	0.0	0.0
LMOf2365_2138	0.0	0.0
LMOf2365_2139	0.0	0.0
LMOf2365_2140	0.0	0.0
LMOf2365_2141	2.0	1.0
LMOf2365_2142	0.0	0.0
LMOf2365_2143	8.0	3.0
LMOf2365_2144	2.0	1.0
LMOf2365_2145	0.0	0.0
LMOf2365_2146	4.0	2.0
LMOf2365_2147	2.0	1.0
LMOf2365_2148	0.0	0.0
LMOf2365_2149	0.0	0.0
LMOf2365_2150	4.0	2.0
LMOf2365_2151	0.0	0.0
LMOf2365_2152	4.0	2.0
LMOf2365_2153	0.0	0.0
LMOf2365_2154	0.0	0.0
LMOf2365_2155	1.0	1.0
LMOf2365_2156	0.0	0.0
LMOf2365_2157	0.0	0.0
LMOf2365_2158	1.0	1.0
LMOf2365_2159	1.0	1.0
LMOf2365_2160	8.0	3.0
LMOf2365_2161	0.0	0.0
LMOf2365_2162	1.0	1.0
LMOf2365_2163	0.0	0.0
LMOf2365_2164	0.0	0.0
LMOf2365_2165	0.0	0.0
LMOf2365_2166	0.0	0.0
LMOf2365_2167	4.0	2.0
LMOf2365_2168	1.0	1.0
LMOf2365_2169	0.0	0.0
LMOf2365_2170	1.0	1.0
LMOf2365_2171	0.0	0.0
LMOf2365_2172	0.0	0.0
LMOf2365_2173	0.0	0.0
LMOf2365_2174	0.0	0.0
LMOf2365_2175	0.0	0.0
LMOf2365_2176	1.0	1.0
LMOf2365_2177	0.0	0.0
LMOf2365_2178	0.0	0.0
LMOf2365_2179	0.0	0.0
LMOf2365_2180	0.0	0.0
LMOf2365_2181	2.0	1.0
LMOf2365_2182	0.0	0.0
LMOf2365_2183	0.0	0.0
LMOf2365_2184	0.0	0.0
LMOf2365_2185	1.0	1.0
LMOf2365_2186	0.0	0.0
LMOf2365_2187	1.0	1.0
LMOf2365_2188	0.0	0.0
LMOf2365_2189	0.0	0.0
LMOf2365_2190	0.0	0.0
LMOf2365_2191	3.0	1.584962501
LMOf2365_2192	1.0	1.0
LMOf2365_2193	1.0	1.0
LMOf2365_2194	1.0	1.0
LMOf2365_2195	1.0	1.0
LMOf2365_2196	1.0	1.0
LMOf2365_2197	0.0	0.0
LMOf2365_2198	0.0	0.0
LMOf2365_2199	0.0	0.0
LMOf2365_2200	0.0	0.0
LMOf2365_2201	0.0	0.0
LMOf2365_2202	1.0	1.0
LMOf2365_2203	0.0	0.0
LMOf2365_2204	3.0	1.584962501
LMOf2365_2205	2.0	1.0
LMOf2365_2206	1.0	1.0
LMOf2365_2207	0.0	0.0
LMOf2365_2208	0.0	0.0
LMOf2365_2209	0.0	0.0
LMOf2365_2210	5.0	2.321928095
LMOf2365_2211	4.0	2.0
LMOf2365_2212	0.0	0.0
LMOf2365_2213	3.0	1.584962501
LMOf2365_2214	0.0	0.0
LMOf2365_2215	0.0	0.0
LMOf2365_2216	0.0	0.0
LMOf2365_2217	2.0	1.0
LMOf2365_2218	1.0	1.0
LMOf2365_2219	4.0	2.0
LMOf2365_2220	0.0	0.0
LMOf2365_2221	1.0	1.0
LMOf2365_2222	2.0	1.0
LMOf2365_2223	2.0	1.0
LMOf2365_2224	0.0	0.0
LMOf2365_2225	0.0	0.0
LMOf2365_2226	1.0	1.0
LMOf2365_2227	0.0	0.0
LMOf2365_2228	1.0	1.0
LMOf2365_2229	116.0	6.857980995
LMOf2365_2230	0.0	0.0
LMOf2365_2231	2.0	1.0
LMOf2365_2232	5.0	2.321928095
LMOf2365_2233	5.0	2.321928095
LMOf2365_2234	3.0	1.584962501
LMOf2365_2235	1.0	1.0
LMOf2365_2236	1.0	1.0
LMOf2365_2237	1.0	1.0
LMOf2365_2238	18.0	4.169925001
LMOf2365_2239	5.0	2.321928095
LMOf2365_2240	1.0	1.0
LMOf2365_2241	5.0	2.321928095
LMOf2365_2242	1.0	1.0
LMOf2365_2243	3.0	1.584962501
LMOf2365_2244	0.0	0.0
LMOf2365_2245	6.0	2.584962501
LMOf2365_2246	1.0	1.0
LMOf2365_2247	0.0	0.0
LMOf2365_2248	2.0	1.0
LMOf2365_2249	0.0	0.0
LMOf2365_2250	0.0	0.0
LMOf2365_2251	0.0	0.0
LMOf2365_2252	25.0	4.64385619
LMOf2365_2253	2.0	1.0
LMOf2365_2254	3.0	1.584962501
LMOf2365_2255	0.0	0.0
LMOf2365_2256	4.0	2.0
LMOf2365_2257	1.0	1.0
LMOf2365_2258	1.0	1.0
LMOf2365_2259	2.0	1.0
LMOf2365_2260	0.0	0.0
LMOf2365_2261	0.0	0.0
LMOf2365_2262	3.0	1.584962501
LMOf2365_2263	0.0	0.0
LMOf2365_2264	0.0	0.0
LMOf2365_2265	1.0	1.0
LMOf2365_2266	0.0	0.0
LMOf2365_2267	1.0	1.0
LMOf2365_2268	8.0	3.0
LMOf2365_2269	2.0	1.0
LMOf2365_2270	0.0	0.0
LMOf2365_2271	1.0	1.0
LMOf2365_2272	1.0	1.0
LMOf2365_2273	1.0	1.0
LMOf2365_2274	1.0	1.0
LMOf2365_2275	0.0	0.0
LMOf2365_2276	0.0	0.0
LMOf2365_2277	1.0	1.0
LMOf2365_2278	0.0	0.0
LMOf2365_2279	1.0	1.0
LMOf2365_2280	1.0	1.0
LMOf2365_2281	0.0	0.0
LMOf2365_2282	1.0	1.0
LMOf2365_2283	2.0	1.0
LMOf2365_2284	4.0	2.0
LMOf2365_2285	2.0	1.0
LMOf2365_2286	0.0	0.0
LMOf2365_2287	2.0	1.0
LMOf2365_2288	0.0	0.0
LMOf2365_2289	21.0	4.392317423
LMOf2365_2290	0.0	0.0
LMOf2365_2291	0.0	0.0
LMOf2365_2292	3.0	1.584962501
