Genome elements	LOGFC_prfA_Star vs EGDe_280212.ge	STAT_prfA_Star vs EGDe_280212_LPE.ge	LOGFC_prfA_Star vs EGDe_280212.gr	STAT_prfA_Star vs EGDe_280212_TSTUDENTTILING.gr	CORR_prfA_Star vs EGDe_280212_ARRAYSCORR.gr	STAT_prfA_Star vs EGDe_280212_FDRBY.gr	STAT_prfA_Star vs EGDe_280212_FDRBONF.gr	Strand	Begin	End	Length (bp)	Info	Description	Note	Supp Note	Operon	COG	StartCodon	SD energy
lmo2705	-0.5578704397159502	0.5166964973574303	-0.11710808162200026	0.47552785283011034	0.20991985465590893	1.0	1.0												
lmo2706	-0.5457758483607806	0.5409827807616461	-0.18843312423300018	0.19686916540868504	0.34525735207769404	1.0	1.0												
lmo2707	-0.07005703728965873	0.9388491784529619	0.3982028035849998	0.644048927257528	-5.683980068106297	1.0	1.0												
lmo2708	-2.24718165014158	0.0301167540747751	-4.022899725414001	1.2432242483347066E-27	1.7901978352130743	0.5	0.5												
lmo2709	-0.4161162825278417	0.6273928949026107	-0.7253795940099996	5.998522565802392E-4	1.7432136748012632	0.5067725633443675	1.0												
lmo2710	-0.09708125455590988	0.9115578597216687	-0.226721294861	0.9833324392508016	2.3353766481296283	1.0	1.0												
lmo2711	0.8526362353837706	0.33235852300928004	0.09209038538500014	0.6627286434641982	0.10800665226660272	1.0	1.0												
lmo2712	0.2588860480689288	0.755046959477504	-1.142189595363	9.237881247438867E-18	-4.411939553648292	0.5000000000000008	0.5000000000000132												
lmo2713	-0.07776260237424992	0.9251119020042049	-0.020497476232000267	0.7051500061637339	0.2635904098650348	1.0	1.0												
lmo2714	-0.2426141568575595	0.784453923208912	0.28617835182599993	0.08026470448645993	-1.1795616361909882	1.0	1.0												
lmo2715	-0.11339621704747849	0.8882050878948318	-0.7394437126810001	1.3409926413198658E-9	6.52088519294606	0.500000041658627	0.5000019223129514												
lmo2716	-0.1126059440561793	0.8889449914735612	-0.7336346345959996	2.612332192146796E-14	6.51506135617484	0.5000000000014871	0.5000000000374478												
lmo2717	-0.002995243868991082	0.9964321446055528	-0.957867307901	3.948227568634E-15	319.7961000162728	0.5000000000002598	0.5000000000056598												
lmo2718	-0.06718671126228948	0.9117087133935103	-1.0787337036795002	1.2292288503395132E-20	16.05575988781834	0.5	0.5												
lmo2719	0.6763800639143795	0.40170935430043486	0.5673613608000001	0.0050128026291395645	0.8388203483061563	0.54534794260731	1.0												
lmo2720	-0.2495555493233912	0.7443985499426358	-1.481122015245	4.5926160633674225E-28	5.935039390070467	0.5	0.5												
lmo2721	-0.31604667651394003	0.7361088134575168	-0.9923049132130002	1.7413750686099796E-9	3.1397416487916527	0.5000000531523817	0.5000024962611609												
lmo2722	-0.02725632048776916	0.974511548077687	-1.423369929545	8.370715501310653E-14	52.22164635845527	0.5000000000044547	0.5000000001199942												
lmo2723	0.30696286002315	0.7014621846090843	-0.9413649604800005	0.001621056677719884	-3.066706377471875	0.5166176134470387	1.0												
lmo2724	-0.4028744515684206	0.6285927848320578	-2.1753424463025004	4.919560342087238E-9	5.39955422299361	0.5000001410175602	0.5000070521897504												
lmo2725	0.7637610453941495	0.37339380816584056	-0.6499889359630004	2.773827972842955E-5	-0.8510370355790595	0.5004313994337853	0.5397628239907037												
lmo2726	1.5076954889611	0.07918772944658348	-0.21899672253500047	0.32376656916283963	-0.14525262172529507	1.0	1.0												
lmo2727	0.36570145920400066	0.6640253639549933	-0.6060098039000001	1.5464830041127844E-4	-1.6571161767280436	0.5020331538821289	0.7216883386395676												
lmo2728	0.2791090211345484	0.7428033259946152	-0.6260520363800004	0.005469186380566399	-2.2430376267852816	0.5488626409353544	1.0												
lmo2729	0.3642167654855708	0.6907739670909228	-0.6371863417050001	0.10092803045709875	-1.7494701015630307	1.0	1.0												
lmo2730	0.20756583537842044	0.8136351623284779	-0.440676933777	0.12079062323142042	-2.1230706535764265	1.0	1.0												
lmo2731	-0.35218718838025076	0.6795369695911734	-0.08349709217250023	0.6207393739962526	0.23708157175311495	1.0	1.0												
lmo2732	0.20956218483578937	0.8312139943092685	0.039733709992999966	0.8390992357827223	0.18960343453249862	1.0	1.0												
lmo2733	-0.5346205238256907	0.577058797250414	-1.5234958076499998	1.4463655448256518E-15	2.8496769947177056	0.5000000000000995	0.5000000000020733												
lmo2734	0.13989221826976905	0.8738775851820808	-0.8289211945050003	3.6765449022672295E-7	-5.925427480937527	0.5000079787627248	0.50052703271174												
lmo2735	-0.2535489382823295	0.8043940039442761	-0.92701338526	1.1919603571964334E-10	3.656151713906057	0.5000000043291905	0.5000001708675172												
lmo2736	0.13630934085874902	0.8903657013896076	-0.5879838895399994	0.0028614068228612756	-4.313599389709466	0.5274475581334022	1.0												
lmo2737	0.4812306806419997	0.5648849240454366	-0.6905203592649998	4.799916985275124E-6	-1.4349051027748088	0.5000853925667079	0.5068806809983919												
lmo2738	0.3012793357237218	0.7057734669880216	-0.24128859907499978	0.06392022294960986	-0.8008800155357003	0.9256646192737332	1.0												
lmo2739	-0.670322331721219	0.44556626592284965	-1.29409000157	1.808603529972751E-8	1.9305488424458466	0.5000004865267876	0.5000259263316021												
lmo2740	-0.7733069828353187	0.396940327364675	-1.2181528031299997	0.007983271794078631	1.5752512652396597	0.5685710548692892	1.0												
lmo2741	-0.6262856731760111	0.4926099617429839	-1.4852987832655	6.517382853854163E-12	2.371599490266596	0.5000000002779497	0.5000000093426683												
lmo2742	-1.3308349645867006	0.1757580676524474	-2.0704662716690008	6.938286191629566E-7	1.5557648594782731	0.5000140601531322	0.5009946033255701												
lmo2743	-1.10046758456682	0.19185244207085406	-2.0784270578075006	2.309415547231373E-19	1.8886763108298528	0.5	0.5000000000000003												
lmo2744	0.2568517884192598	0.771933892652783	-0.21514158021599972	0.04093966821660924	-0.8376098198110405	0.7874893170791436	1.0												
lmo2745	-0.06854632485945089	0.9342057179959549	-1.4864883245999998	8.275553525105119E-30	21.685893848400084	0.5	0.5												
lmo2746	-0.34207192170167033	0.6703522392252157	-0.7410870017790003	0.05601836655660786	2.1664654558386154	0.8813427843791738	1.0												
lmo2747	-0.2966474432917998	0.70914545808063	-0.9700554086379998	8.867735195791814E-15	3.270061585138276	0.500000000000551	0.5000000000127119												
lmo2748	-1.3253610798526996	0.09171992397462714	-3.4345264273410008	6.71019977218051E-19	2.591389229358322	0.5000000000000001	0.500000000000001												
lmo2749	0.2682838067771298	0.7658254839086307	-0.53362893123	0.11651090040937662	-1.9890463671305332	1.0	1.0												
lmo2750	0.059671865298500215	0.9498601652922156	-0.5049986871499996	8.676243670164627E-6	-8.462927790572891	0.500146274930173	0.512437395301181												
lmo2751	-0.390834559894099	0.645408619704223	-0.9934043395200003	2.534911126110457E-16	2.5417515272681475	0.500000000000019	0.5000000000003634												
lmo2752	0.05721232978645929	0.9451707456941463	-0.8396378150400001	4.432351267319946E-8	-14.675819323804589	0.5000011139866586	0.500063537755417												
lmo2753	-0.22432943854230913	0.7831186787424681	-1.6290872817200004	0.006325415281528055	7.2620307539919695	0.5556591658083654	1.0												
lmo2754	0.6713160329079191	0.4214927122620935	1.0999152710114997	3.1128883038017054E-9	1.6384463011363373	0.5000000920318127	0.5000044623253835												
lmo2755	0.09000129831036041	0.9245559169867812	-0.28183171461799983	0.17825565374544694	-3.131418322946093	1.0	1.0												
lmo2756	-0.0015080551482604676	0.9986243485975725	0.2656577676619998	0.10259110111261638	-176.15918619981133	1.0	1.0												
lmo2757	0.1672049348095097	0.8436985553859886	-0.20054599629150016	0.036810515546894615	-1.199402377208392	0.7631427200240248	1.0												
lmo2758	0.540804077851309	0.4237590816538448	-0.7851652605739998	6.652702990903892E-7	-1.4518478922969151	0.5000135487254527	0.500953664973746												
lmo2759	0.3272197257252607	0.6820955022710109	-0.8302011558109998	0.0035643113072506213	-2.537136641047279	0.5332772719774728	1.0												
lmo2760	-0.13160454204936034	0.8838374141081566	-0.772768426072	4.322785771973205E-11	5.871897839074286	0.5000000016482894	0.5000000619671341												
lmo2760a			-0.4279735161400007	0.22589816393389828	4.2797351614000066E-7	1.0	1.0												
lmo2761	-1.0420037533815503	0.2736802608161114	-2.07633248335	9.732731966702726E-36	1.9926343610680928	0.5	0.5												
lmo2762	-0.9371514640065701	0.3672488088309175	-1.6402242682500003	9.307826610857014E-5	1.7502232363140193	0.5012916786432924	0.6334276944666353												
lmo2763	-1.007221949095431	0.31507538243835465	-2.1563946033500003	3.7086798601795644E-22	2.1409328949658235	0.5	0.5												
lmo2764	-0.8614454507194598	0.4016053850588558	-1.82964445015	4.239004739655425E-13	2.1239237477218347	0.500000000020427	0.5000000006076614												
lmo2765	-0.29424677342967964	0.7699645726584665	-1.3902486626799995	4.528977300709096E-4	4.724771138441207	0.5052693759358744	1.0												
lmo2766	-0.1169591319096206	0.8896162536992899	-0.6533517569470004	0.005075157933145641	5.586154294064646	0.5457429923437581	1.0												
lmo2767	0.3340077328564597	0.6758393606574444	-0.5529120628930002	0.02841933190618307	-1.6553870120444636	0.7091685541962807	1.0												
lmo2768	-0.6788608044462094	0.41222859384612054	-0.9583888725310001	1.9923397075943184E-9	1.411760505620618	0.5000000603610527	0.5000028560189709												
lmo2769	-0.6695631387201999	0.42910020263797144	-0.6163726143710004	9.892525904768762E-5	0.9205593598672895	0.5013578310723686	0.6418093588448602												
lmo2770	0.058283259922609076	0.9412979130759211	-0.8299207112800007	4.706790742374125E-13	-14.239435343561835	0.500000000022504	0.5000000006747185												
lmo2771	0.4269267087736095	0.6702499741165755	4.483598069997541E-4	0.8496757594506017	0.0010502032264219621	1.0	1.0												
lmo2772	0.17319008158291993	0.8637088849815371	-0.10707345043899963	0.4636070068702489	-0.6182423927535077	1.0	1.0												
lmo2773	-0.49550654201427946	0.5493596501600055	-1.0789074606740003	5.572283696625E-6	2.1773828783130544	0.5000970180795757	0.5079878686791119												
lmo2774	-0.01605174411162036	0.9727447931614192	-0.9081690467925001	0.02225750442431552	56.577593093765316	0.6689047311047267	1.0												
lmo2775	0.4010826289265301	0.4952302628198608	-0.7754113823709998	0.0013617213784017275	-1.933295850898192	0.5141607603317897	1.0												
lmo2776	-0.29572758986574943	0.6302401777467963	-1.3232836579390002	4.963716962016691E-4	4.474670958295529	0.5057046917338426	1.0												
lmo2777	0.42293317185405854	0.6086369396698312	-0.7572382856700002	2.0568997650243967E-4	-1.7904442972642973	0.5025954709591294	0.7948565813162473												
lmo2778	0.6759507543072996	0.4966549396633324	-0.34411835692299997	0.9684289733574711	-0.5090879102215743	1.0	1.0												
lmo2779	0.47206146689566	0.5605595333921376	-0.44191296244550027	0.01219047748584367	-0.9361343668899299	0.5996055832711101	1.0												
lmo2780	0.05826954989746014	0.9180255152117067	-0.7974803693960004	0.22926599329586173	-13.686056796377642	1.0	1.0												
lmo2781	-0.40404475201946966	0.533621495259533	-0.6324956638290002	6.945594161477249E-5	1.5654099222120876	0.5009966327444579	0.5995650923047764												
lmo2782	0.20341399444827957	0.7085825642330605	-0.861528836974	0.23978045320903496	-4.235346930336466	1.0	1.0												
lmo2783	-0.5078492890911805	0.4852792717173925	-1.656722124717	1.3993503827825754E-10	3.262231847723524	0.5000000050375843	0.5000002005968773												
lmo2784	-0.5889945961460308	0.5347914040760271	-0.7072425464105003	2.2185159684241845E-5	1.2007623686841977	0.5003549571293697	0.5318024264073606												
lmo2785	-0.2736854787061809	0.6765325640082872	-0.8553992994990001	2.3140900388014582E-5	3.125482957820085	0.5003697653934398	0.5331724807062189												
lmo2786	-0.47548037887152983	0.6328659995348771	-0.6872660664980001	0.01218150328443879	1.4454141475387625	0.5995987449524974	1.0												
lmo2787	-1.0880110123626787	0.2728308198581826	-1.2916321594109998	6.176635985684158E-14	1.1871498952994475	0.5000000000033014	0.5000000000885421												
lmo2788	-0.7164866587906005	0.356908101971385	-0.38101544297500034	0.025838999063609168	0.5317830252668465	0.6924920963989457	1.0												
lmo2789	0.05697064827071863	0.9478112028710628	-0.2065438105920001	0.681680444956114	-3.6254425192868664	1.0	1.0												
lmo2790	-0.053937454955519826	0.9478414618648016	0.41308129097750035	0.0037921703883000593	-7.658523957390145	0.5351100272956989	1.0												
lmo2791	0.5210986191645901	0.5352789358817134	0.5665254491049994	0.009122399721030239	1.0871751109477823	0.577324422367014	1.0												
lmo2792	-0.7436760754403995	0.34604297503671777	-1.5692907437665	3.0773817892724166E-7	2.1101804879727744	0.5000067022379646	0.5004411426794922												
lmo2793	0.4840058517039898	0.5841790840139851	-0.48705839754400015	0.5082107277983946	-1.0063068366410521	1.0	1.0												
lmo2794	0.3496614002244005	0.6617931908164345	-0.11767343563700017	0.17307781103639663	-0.33653538984137643	1.0	1.0												
lmo2795	0.12498866732311953	0.8842387200544211	-0.3939117452480001	0.06236872652533164	-3.151579688658198	0.9162385737500687	1.0												
lmo2796	0.18523693850340006	0.8551658584214503	-0.3902211825130002	0.1894741538176865	-2.106605656872469	1.0	1.0												
lmo2797	-0.2835774229269301	0.7725106377053716	-0.46825986708100054	0.04070868242161804	1.6512593359791476	0.7863601475590931	1.0												
lmo2798	-0.11693758587604997	0.9097157613703156	-0.49231350301100063	0.12544841079657687	4.210053588183674	1.0	1.0												
lmo2799	-0.6295718302770501	0.5337633314468545	-1.3233532768090006	3.4035266045486623E-12	2.101989341274441	0.5000000001520384	0.5000000048789554												
lmo2800	-0.8002442609309597	0.4421001511459721	-1.249154119221	1.8777815727599753E-10	1.560966045251988	0.50000000660451	0.5000002691799884												
lmo2801	-1.2119020800188895	0.24445340875256727	-1.4984588935055	3.882364449480286E-13	1.2364521178824481	0.5000000000187824	0.5000000005565369												
lmo2802	0.05199115265474852	0.9479574089902489	-0.7288866776015002	0.023432280995743657	-14.01943677690186	0.6767139467035047	1.0												
lmo2802a			-0.10369143411100046	0.5486572628867237	1.0369143411100046E-7	1.0	1.0												
lmo2803	0.5515221410756803	0.4598355903972524	-0.22436867828599993	0.5404221984524646	-0.40681717301212006	1.0	1.0												
lmo2804	-0.2205564771274302	0.8309437634129152	-0.7192208465699998	0.00945180254991098	3.260937316089148	0.5797300447252235	1.0												
lmo2805	-0.24165881220801033	0.7072585062179648	-0.4842737067629992	0.13511946476892644	2.003956331400634	1.0	1.0												
lmo2806	0.03909608174176071	0.9089294855544845	-0.7372910350180009	0.7282045950698963	-18.858438037038862	1.0	1.0												
lmo2807	0.40616204405204925	2.7100749367736654E-5	-0.7135909141119994	0.17939342047791662	-1.756911864518176	0.5219071697702709	0.5385237152262377												
lmo2808	0.30596143994047953	1.0	-0.7343913294519999	0.33189760561867176	-2.4002741312593683	1.0	1.0												
lmo2809	0.29750588556949964	0.39857048816088003	-0.8022680109790006	0.25054550500226147	-2.696645847672095	1.0	1.0												
lmo2810	-0.0901880767560801	0.9133532151445151	-0.44158030627950007	1.1386369003085731E-5	4.896216020591997	0.5001898733329017	0.5163223599659233												
lmo2811	0.34617369704594125	0.6753942682350174	-0.44369426494100006	6.373172329622194E-5	-1.281709929804738	0.5009220619027583	0.5913594253451342												
lmo2812	0.28143980326814955	0.7584384590520195	-1.205289367549999	5.0787818652571586E-8	-4.282583179613817	0.5000012583672035	0.5000728043380385												
lmo2813	0.18720305862854048	0.841751290505524	-0.5096538807135	0.2099254843136269	-2.7224655646507667	1.0	1.0												
lmo2814	0.12347616762520985	0.8986858530635216	-0.26484169604350005	0.29221234894896475	-2.1448810822132116	1.0	1.0												
lmo2815	-0.11987787674846029	0.9025338429162794	-1.65500766073	1.8256330108065615E-9	13.805780562853162	0.5000000555855884	0.500002617044921												
lmo2816	0.31199477749031956	0.668794825221287	-1.2914515557359998	7.440432951235529E-6	-4.139337094436045	0.5001271920493167	0.5106658606355962												
