#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000681515.1	PRJNA224116	SAMN02318985		na	1639	1639	Listeria monocytogenes	strain=CFSAN006122		latest	Complete Genome	Major	Full	2014/05/06	ASM68151v1	FDA/CFSAN	GCA_000681515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/681/515/GCF_000681515.1_ASM68151v1		
GCF_000689335.1	PRJNA224116	SAMEA3139005	CBVZ000000000.1	na	1288293	1639	Listeria monocytogenes QOC1	strain=QOC1		latest	Contig	Major	Full	2014/03/10	QOC1_04122011	VETMEDVIENNA	GCA_000689335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/335/GCF_000689335.1_QOC1_04122011		
GCF_000689475.1	PRJNA224116	SAMEA3139012	CBXR000000000.1	na	1288296	1639	Listeria monocytogenes 4423	strain=4423		latest	Contig	Major	Full	2014/05/09	4423_04122011	VETMEDVIENNA	GCA_000689475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/475/GCF_000689475.1_4423_04122011		
GCF_000708245.1	PRJNA224116	SAMN02743864	JMMW00000000.1	na	1639	1639	Listeria monocytogenes	strain=LI0521		latest	Contig	Major	Full	2014/06/16	LI0521	Health Canada	GCA_000708245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/245/GCF_000708245.1_LI0521		
GCF_000712385.1	PRJNA224116	SAMN02867583	JOKV00000000.1	na	1639	1639	Listeria monocytogenes	strain=HPB5415		latest	Contig	Major	Full	2014/06/26	HPB5415	Health Canada	GCA_000712385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/385/GCF_000712385.1_HPB5415		
GCF_000712425.1	PRJNA224116	SAMN02867555	JOKU00000000.1	na	1639	1639	Listeria monocytogenes	strain=HPB2088		latest	Contig	Major	Full	2014/06/26	ASM71242v1	Health Canada	GCA_000712425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/712/425/GCF_000712425.1_ASM71242v1		
GCF_000725925.1	PRJNA224116	SAMN02741457	JOWC00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL F8-0076		latest	Contig	Major	Full	2014/07/15	ASM72592v1	Cornell University	GCA_000725925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/925/GCF_000725925.1_ASM72592v1		
GCF_000725945.1	PRJNA224116	SAMN02741461	JOWG00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL L3-0257		latest	Contig	Major	Full	2014/07/15	ASM72594v1	Cornell University	GCA_000725945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/945/GCF_000725945.1_ASM72594v1		
GCF_000725955.1	PRJNA224116	SAMN02741531	JOYW00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6305		latest	Contig	Major	Full	2014/07/15	ASM72595v1	Cornell University	GCA_000725955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/955/GCF_000725955.1_ASM72595v1		
GCF_000725985.1	PRJNA224116	SAMN02741458	JOWD00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL F8-0081		latest	Contig	Major	Full	2014/07/15	ASM72598v1	Cornell University	GCA_000725985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/985/GCF_000725985.1_ASM72598v1		
GCF_000726005.1	PRJNA224116	SAMN02741459	JOWE00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL F8-0114		latest	Contig	Major	Full	2014/07/15	ASM72600v1	Cornell University	GCA_000726005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/005/GCF_000726005.1_ASM72600v1		
GCF_000726025.1	PRJNA224116	SAMN02741462	JOWH00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL L4-0396		latest	Contig	Major	Full	2014/07/15	ASM72602v1	Cornell University	GCA_000726025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/025/GCF_000726025.1_ASM72602v1		
GCF_000726045.1	PRJNA224116	SAMN02741460	JOWF00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL H5-0793		latest	Contig	Major	Full	2014/07/15	ASM72604v1	Cornell University	GCA_000726045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/045/GCF_000726045.1_ASM72604v1		
GCF_000726065.1	PRJNA224116	SAMN02741463	JOWI00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL L4-0404		latest	Contig	Major	Full	2014/07/15	ASM72606v1	Cornell University	GCA_000726065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/065/GCF_000726065.1_ASM72606v1		
GCF_000726075.1	PRJNA224116	SAMN02741468	JOWN00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5104		latest	Contig	Major	Full	2014/07/15	ASM72607v1	Cornell University	GCA_000726075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/075/GCF_000726075.1_ASM72607v1		
GCF_000726105.1	PRJNA224116	SAMN02741465	JOWK00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5081		latest	Contig	Major	Full	2014/07/15	ASM72610v1	Cornell University	GCA_000726105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/105/GCF_000726105.1_ASM72610v1		
GCF_000726125.1	PRJNA224116	SAMN02741466	JOWL00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5088		latest	Contig	Major	Full	2014/07/15	ASM72612v1	Cornell University	GCA_000726125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/125/GCF_000726125.1_ASM72612v1		
GCF_000726145.1	PRJNA224116	SAMN02741488	JOXF00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5559		latest	Contig	Major	Full	2014/07/15	ASM72614v1	Cornell University	GCA_000726145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/145/GCF_000726145.1_ASM72614v1		
GCF_000726155.1	PRJNA224116	SAMN02741485	JOXD00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5487		latest	Contig	Major	Full	2014/07/15	ASM72615v1	Cornell University	GCA_000726155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/155/GCF_000726155.1_ASM72615v1		
GCF_000726175.1	PRJNA224116	SAMN02741469	JOWO00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5108		latest	Contig	Major	Full	2014/07/15	ASM72617v1	Cornell University	GCA_000726175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/175/GCF_000726175.1_ASM72617v1		
GCF_000726185.1	PRJNA224116	SAMN02741464	JOWJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL N3-0993		latest	Contig	Major	Full	2014/07/15	ASM72618v1	Cornell University	GCA_000726185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/185/GCF_000726185.1_ASM72618v1		
GCF_000726225.1	PRJNA224116	SAMN02741467	JOWM00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5095		latest	Contig	Major	Full	2014/07/15	ASM72622v1	Cornell University	GCA_000726225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/225/GCF_000726225.1_ASM72622v1		
GCF_000726235.1	PRJNA224116	SAMN02741472	JOWR00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5124		latest	Contig	Major	Full	2014/07/15	ASM72623v1	Cornell University	GCA_000726235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/235/GCF_000726235.1_ASM72623v1		
GCF_000726265.1	PRJNA224116	SAMN02741470	JOWP00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5112		latest	Contig	Major	Full	2014/07/15	ASM72626v1	Cornell University	GCA_000726265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/265/GCF_000726265.1_ASM72626v1		
GCF_000726275.1	PRJNA224116	SAMN02741471	JOWQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5119		latest	Contig	Major	Full	2014/07/15	ASM72627v1	Cornell University	GCA_000726275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/275/GCF_000726275.1_ASM72627v1		
GCF_000726305.1	PRJNA224116	SAMN02741473	JOWS00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5230		latest	Contig	Major	Full	2014/07/15	ASM72630v1	Cornell University	GCA_000726305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/305/GCF_000726305.1_ASM72630v1		
GCF_000726325.1	PRJNA224116	SAMN02741474	JOWT00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5233		latest	Contig	Major	Full	2014/07/15	ASM72632v1	Cornell University	GCA_000726325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/325/GCF_000726325.1_ASM72632v1		
GCF_000726335.1	PRJNA224116	SAMN02741456	JOWB00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL F6-0312		latest	Contig	Major	Full	2014/07/15	ASM72633v1	Cornell University	GCA_000726335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/335/GCF_000726335.1_ASM72633v1		
GCF_000726355.1	PRJNA224116	SAMN02741492	JOXJ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5646		latest	Contig	Major	Full	2014/07/15	ASM72635v1	Cornell University	GCA_000726355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/355/GCF_000726355.1_ASM72635v1		
GCF_000726385.1	PRJNA224116	SAMN02741487	JOXE00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5543		latest	Contig	Major	Full	2014/07/15	ASM72638v1	Cornell University	GCA_000726385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/385/GCF_000726385.1_ASM72638v1		
GCF_000726395.1	PRJNA224116	SAMN02741483	JOXB00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5449		latest	Contig	Major	Full	2014/07/15	ASM72639v1	Cornell University	GCA_000726395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/395/GCF_000726395.1_ASM72639v1		
GCF_000726425.1	PRJNA224116	SAMN02741480	JOWY00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5402		latest	Contig	Major	Full	2014/07/15	ASM72642v1	Cornell University	GCA_000726425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/425/GCF_000726425.1_ASM72642v1		
GCF_000726445.1	PRJNA224116	SAMN02741481	JOWZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5410		latest	Contig	Major	Full	2014/07/15	ASM72644v1	Cornell University	GCA_000726445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/445/GCF_000726445.1_ASM72644v1		
GCF_000726465.1	PRJNA224116	SAMN02741491	JOXI00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5610		latest	Contig	Major	Full	2014/07/15	ASM72646v1	Cornell University	GCA_000726465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/465/GCF_000726465.1_ASM72646v1		
GCF_000726475.1	PRJNA224116	SAMN02741482	JOXA00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5436		latest	Contig	Major	Full	2014/07/15	ASM72647v1	Cornell University	GCA_000726475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/475/GCF_000726475.1_ASM72647v1		
GCF_000726505.1	PRJNA224116	SAMN02741490	JOXH00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5584		latest	Contig	Major	Full	2014/07/15	ASM72650v1	Cornell University	GCA_000726505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/505/GCF_000726505.1_ASM72650v1		
GCF_000726525.1	PRJNA224116	SAMN02741476	JOWV00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5249		latest	Contig	Major	Full	2014/07/15	ASM72652v1	Cornell University	GCA_000726525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/525/GCF_000726525.1_ASM72652v1		
GCF_000726545.1	PRJNA224116	SAMN02741475	JOWU00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5237		latest	Contig	Major	Full	2014/07/15	ASM72654v1	Cornell University	GCA_000726545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/545/GCF_000726545.1_ASM72654v1		
GCF_000726555.1	PRJNA224116	SAMN02741478	JOWW00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5309		latest	Contig	Major	Full	2014/07/15	ASM72655v1	Cornell University	GCA_000726555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/555/GCF_000726555.1_ASM72655v1		
GCF_000726585.1	PRJNA224116	SAMN02741479	JOWX00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5318		latest	Contig	Major	Full	2014/07/15	ASM72658v1	Cornell University	GCA_000726585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/585/GCF_000726585.1_ASM72658v1		
GCF_000726605.1	PRJNA224116	SAMN02741489	JOXG00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5576		latest	Contig	Major	Full	2014/07/15	ASM72660v1	Cornell University	GCA_000726605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/605/GCF_000726605.1_ASM72660v1		
GCF_000726625.1	PRJNA224116	SAMN02741484	JOXC00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5463		latest	Contig	Major	Full	2014/07/15	ASM72662v1	Cornell University	GCA_000726625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/625/GCF_000726625.1_ASM72662v1		
GCF_000726635.1	PRJNA224116	SAMN02741494	JOXL00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5726		latest	Contig	Major	Full	2014/07/15	ASM72663v1	Cornell University	GCA_000726635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/635/GCF_000726635.1_ASM72663v1		
GCF_000726655.1	PRJNA224116	SAMN02741493	JOXK00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5686		latest	Contig	Major	Full	2014/07/15	ASM72665v1	Cornell University	GCA_000726655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/655/GCF_000726655.1_ASM72665v1		
GCF_000726685.1	PRJNA224116	SAMN02741501	JOXS00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5805		latest	Contig	Major	Full	2014/07/15	ASM72668v1	Cornell University	GCA_000726685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/685/GCF_000726685.1_ASM72668v1		
GCF_000726695.1	PRJNA224116	SAMN02741495	JOXM00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5744		latest	Contig	Major	Full	2014/07/15	ASM72669v1	Cornell University	GCA_000726695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/695/GCF_000726695.1_ASM72669v1		
GCF_000726705.1	PRJNA224116	SAMN02741496	JOXN00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5748		latest	Contig	Major	Full	2014/07/15	ASM72670v1	Cornell University	GCA_000726705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/705/GCF_000726705.1_ASM72670v1		
GCF_000726725.1	PRJNA224116	SAMN02741497	JOXO00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5760		latest	Contig	Major	Full	2014/07/15	ASM72672v1	Cornell University	GCA_000726725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/725/GCF_000726725.1_ASM72672v1		
GCF_000726765.1	PRJNA224116	SAMN02741507	JOXY00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5878		latest	Contig	Major	Full	2014/07/15	ASM72676v1	Cornell University	GCA_000726765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/765/GCF_000726765.1_ASM72676v1		
GCF_000726775.1	PRJNA224116	SAMN02741514	JOYF00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6045		latest	Contig	Major	Full	2014/07/15	ASM72677v1	Cornell University	GCA_000726775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/775/GCF_000726775.1_ASM72677v1		
GCF_000726805.1	PRJNA224116	SAMN02741512	JOYD00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6036		latest	Contig	Major	Full	2014/07/15	ASM72680v1	Cornell University	GCA_000726805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/805/GCF_000726805.1_ASM72680v1		
GCF_000726815.1	PRJNA224116	SAMN02741510	JOYB00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6024		latest	Contig	Major	Full	2014/07/15	ASM72681v1	Cornell University	GCA_000726815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/815/GCF_000726815.1_ASM72681v1		
GCF_000726845.1	PRJNA224116	SAMN02741513	JOYE00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6037		latest	Contig	Major	Full	2014/07/15	ASM72684v1	Cornell University	GCA_000726845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/845/GCF_000726845.1_ASM72684v1		
GCF_000726865.1	PRJNA224116	SAMN02741499	JOXQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5786		latest	Contig	Major	Full	2014/07/15	ASM72686v1	Cornell University	GCA_000726865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/865/GCF_000726865.1_ASM72686v1		
GCF_000726885.1	PRJNA224116	SAMN02741511	JOYC00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6033		latest	Contig	Major	Full	2014/07/15	ASM72688v1	Cornell University	GCA_000726885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/885/GCF_000726885.1_ASM72688v1		
GCF_000726905.1	PRJNA224116	SAMN02741502	JOXT00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5809		latest	Contig	Major	Full	2014/07/15	ASM72690v1	Cornell University	GCA_000726905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/905/GCF_000726905.1_ASM72690v1		
GCF_000726915.1	PRJNA224116	SAMN02741515	JOYG00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6046		latest	Contig	Major	Full	2014/07/15	ASM72691v1	Cornell University	GCA_000726915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/915/GCF_000726915.1_ASM72691v1		
GCF_000726925.1	PRJNA224116	SAMN02741517	JOYI00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6122		latest	Contig	Major	Full	2014/07/15	ASM72692v1	Cornell University	GCA_000726925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/925/GCF_000726925.1_ASM72692v1		
GCF_000726965.1	PRJNA224116	SAMN02741533	JOYY00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6317		latest	Contig	Major	Full	2014/07/15	ASM72696v1	Cornell University	GCA_000726965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/965/GCF_000726965.1_ASM72696v1		
GCF_000726985.1	PRJNA224116	SAMN02741534	JOYZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6321		latest	Contig	Major	Full	2014/07/15	ASM72698v1	Cornell University	GCA_000726985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/985/GCF_000726985.1_ASM72698v1		
GCF_000726995.1	PRJNA224116	SAMN02741535	JOZA00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6341		latest	Contig	Major	Full	2014/07/15	ASM72699v1	Cornell University	GCA_000726995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/726/995/GCF_000726995.1_ASM72699v1		
GCF_000727015.1	PRJNA224116	SAMN02741498	JOXP00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5775		latest	Contig	Major	Full	2014/07/15	ASM72701v1	Cornell University	GCA_000727015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/015/GCF_000727015.1_ASM72701v1		
GCF_000727045.1	PRJNA224116	SAMN02741506	JOXX00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5866		latest	Contig	Major	Full	2014/07/15	ASM72704v1	Cornell University	GCA_000727045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/045/GCF_000727045.1_ASM72704v1		
GCF_000727065.1	PRJNA224116	SAMN02741500	JOXR00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5797		latest	Contig	Major	Full	2014/07/15	ASM72706v1	Cornell University	GCA_000727065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/065/GCF_000727065.1_ASM72706v1		
GCF_000727085.1	PRJNA224116	SAMN02741508	JOXZ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5884		latest	Contig	Major	Full	2014/07/15	ASM72708v1	Cornell University	GCA_000727085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/085/GCF_000727085.1_ASM72708v1		
GCF_000727095.1	PRJNA224116	SAMN02741503	JOXU00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5833		latest	Contig	Major	Full	2014/07/15	ASM72709v1	Cornell University	GCA_000727095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/095/GCF_000727095.1_ASM72709v1		
GCF_000727125.1	PRJNA224116	SAMN02741505	JOXW00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5854		latest	Contig	Major	Full	2014/07/15	ASM72712v1	Cornell University	GCA_000727125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/125/GCF_000727125.1_ASM72712v1		
GCF_000727145.1	PRJNA224116	SAMN02741509	JOYA00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5975		latest	Contig	Major	Full	2014/07/15	ASM72714v1	Cornell University	GCA_000727145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/145/GCF_000727145.1_ASM72714v1		
GCF_000727165.1	PRJNA224116	SAMN02741504	JOXV00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-5844		latest	Contig	Major	Full	2014/07/15	ASM72716v1	Cornell University	GCA_000727165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/165/GCF_000727165.1_ASM72716v1		
GCF_000727175.1	PRJNA224116	SAMN02741520	JOYL00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6160		latest	Contig	Major	Full	2014/07/15	ASM72717v1	Cornell University	GCA_000727175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/175/GCF_000727175.1_ASM72717v1		
GCF_000727205.1	PRJNA224116	SAMN02741519	JOYK00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6138		latest	Contig	Major	Full	2014/07/15	ASM72720v1	Cornell University	GCA_000727205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/205/GCF_000727205.1_ASM72720v1		
GCF_000727225.1	PRJNA224116	SAMN02741528	JOYT00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6257		latest	Contig	Major	Full	2014/07/15	ASM72722v1	Cornell University	GCA_000727225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/225/GCF_000727225.1_ASM72722v1		
GCF_000727245.1	PRJNA224116	SAMN02741538	JOZD00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6373		latest	Contig	Major	Full	2014/07/15	ASM72724v1	Cornell University	GCA_000727245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/245/GCF_000727245.1_ASM72724v1		
GCF_000727255.1	PRJNA224116	SAMN02741524	JOYP00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6208		latest	Contig	Major	Full	2014/07/15	ASM72725v1	Cornell University	GCA_000727255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/255/GCF_000727255.1_ASM72725v1		
GCF_000727285.1	PRJNA224116	SAMN02741525	JOYQ00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6220		latest	Contig	Major	Full	2014/07/15	ASM72728v1	Cornell University	GCA_000727285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/285/GCF_000727285.1_ASM72728v1		
GCF_000727305.1	PRJNA224116	SAMN02741516	JOYH00000000.1	na	1639	1639	Listeria monocytogenes	strain=FSL R8-6112		latest	Contig	Major	Full	2014/07/15	ASM72730v1	Cornell University	GCA_000727305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/727/305/GCF_000727305.1_ASM72730v1		
