GenomeElements	RAWVALUE	VALUE
lmo0976	0.0	0.0
lmo0977	0.0	0.0
lmo0978	0.0	0.0
lmo0979	0.0	0.0
lmo0980	0.0	0.0
lmo0981	0.0	0.0
lmo0982	0.0	0.0
lmo0983	0.0	0.0
lmo0984	0.0	0.0
lmo0985	0.0	0.0
lmo0986	5.0	2.321928095
lmo0987	1.0	1.0
lmo0988	0.0	0.0
lmo0989	0.0	0.0
lmo0990	0.0	0.0
lmo0991	0.0	0.0
lmo0992	0.0	0.0
lmo0993	0.0	0.0
lmo0994	0.0	0.0
lmo0995	0.0	0.0
lmo0996	0.0	0.0
lmo0997	0.0	0.0
lmo0998	0.0	0.0
lmo0999	0.0	0.0
lmo1000	0.0	0.0
lmo1001	1.0	1.0
lmo1002	190.0	7.569855608
lmo1003	0.0	0.0
lmo1004	3.0	1.584962501
lmo1005	0.0	0.0
lmo1006	0.0	0.0
lmo1007	0.0	0.0
lmo1008	0.0	0.0
lmo1009	2.0	1.0
lmo1010	0.0	0.0
lmo1011	1.0	1.0
lmo1012	0.0	0.0
lmo1013	0.0	0.0
lmo1014	0.0	0.0
lmo1015	0.0	0.0
lmo1016	0.0	0.0
lmo1017	0.0	0.0
lmo1018	0.0	0.0
lmo1019	0.0	0.0
lmo1020	0.0	0.0
lmo1021	0.0	0.0
lmo1022	1.0	1.0
lmo1023	1.0	1.0
lmo1024	1.0	1.0
lmo1025	15.0	3.906890596
lmo1026	0.0	0.0
lmo1027	2.0	1.0
lmo1028	0.0	0.0
lmo1029	0.0	0.0
lmo1030	0.0	0.0
lmo1031	0.0	0.0
lmo1032	0.0	0.0
lmo1033	5.0	2.321928095
lmo1034	0.0	0.0
lmo1035	1.0	1.0
lmo1036	0.0	0.0
lmo1037	0.0	0.0
lmo1038	2.0	1.0
lmo1039	0.0	0.0
lmo1040	0.0	0.0
lmo1041	4.0	2.0
lmo1042	0.0	0.0
lmo1043	0.0	0.0
lmo1044	0.0	0.0
lmo1045	0.0	0.0
lmo1046	0.0	0.0
lmo1047	1.0	1.0
lmo1048	0.0	0.0
lmo1049	0.0	0.0
lmo1050	0.0	0.0
lmo1051	18.0	4.169925001
lmo1052	23.0	4.523561956
lmo1053	0.0	0.0
lmo1054	0.0	0.0
lmo1055	0.0	0.0
lmo1056	0.0	0.0
lmo1057	0.0	0.0
lmo1058	2.0	1.0
lmo1059	0.0	0.0
lmo1060	1.0	1.0
lmo1061	3.0	1.584962501
lmo1062	6.0	2.584962501
lmo1063	2.0	1.0
lmo1064	0.0	0.0
lmo1065	0.0	0.0
lmo1066	0.0	0.0
lmo1067	0.0	0.0
lmo1068	0.0	0.0
lmo1069	0.0	0.0
lmo1070	0.0	0.0
lmo1071	0.0	0.0
lmo1072	8.0	3.0
lmo1073	0.0	0.0
lmo1074	0.0	0.0
lmo1075	0.0	0.0
lmo1076	0.0	0.0
lmo1077	12.0	3.584962501
lmo1078	4.0	2.0
lmo1079	6.0	2.584962501
lmo1080	5.0	2.321928095
lmo1081	2.0	1.0
lmo1082	1.0	1.0
lmo1083	0.0	0.0
lmo1084	1.0	1.0
lmo1085	0.0	0.0
lmo1086	0.0	0.0
lmo1087	0.0	0.0
lmo1088	0.0	0.0
lmo1089	1.0	1.0
lmo1090	0.0	0.0
lmo1091	2.0	1.0
lmo1092	0.0	0.0
lmo1093	1.0	1.0
lmo1094	2.0	1.0
lmo1095	0.0	0.0
lmo1096	4.0	2.0
lmo1097	3.0	1.584962501
lmo1097a	0.0	0.0
lmo1098	0.0	0.0
lmo1099	0.0	0.0
lmo1100	6.0	2.584962501
lmo1101	0.0	0.0
lmo1102	1.0	1.0
lmo1103	2.0	1.0
lmo1104	0.0	0.0
lmo1105	4.0	2.0
lmo1106	0.0	0.0
lmo1107	0.0	0.0
lmo1108	6.0	2.584962501
lmo1109	0.0	0.0
lmo1110	0.0	0.0
lmo1111	2.0	1.0
lmo1112	1.0	1.0
lmo1113	3.0	1.584962501
lmo1114	1.0	1.0
lmo1115	1.0	1.0
lmo1116	0.0	0.0
lmo1117	0.0	0.0
lmo1118	1.0	1.0
lmo1119	0.0	0.0
lmo1120	1.0	1.0
lmo1121	0.0	0.0
lmo1122	0.0	0.0
lmo1123	3.0	1.584962501
lmo1124	1.0	1.0
lmo1125	0.0	0.0
lmo1126	0.0	0.0
lmo1127	0.0	0.0
lmo1128	0.0	0.0
lmo1129	1.0	1.0
lmo1130	0.0	0.0
lmo1131	1.0	1.0
lmo1132	0.0	0.0
lmo1133	0.0	0.0
lmo1134	0.0	0.0
lmo1135	0.0	0.0
lmo1136	0.0	0.0
lmo1137	1.0	1.0
lmo1138	0.0	0.0
lmo1139	0.0	0.0
lmo1140	0.0	0.0
lmo1141	1.0	1.0
lmo1142	0.0	0.0
lmo1143	0.0	0.0
lmo1144	0.0	0.0
lmo1145	5.0	2.321928095
lmo1146	0.0	0.0
lmo1147	2.0	1.0
lmo1148	0.0	0.0
lmo1149	2.0	1.0
lmo1150	0.0	0.0
lmo1151	0.0	0.0
lmo1152	0.0	0.0
lmo1153	0.0	0.0
lmo1154	1.0	1.0
lmo1155	0.0	0.0
lmo1156	0.0	0.0
lmo1157	0.0	0.0
lmo1158	1.0	1.0
lmo1159	0.0	0.0
lmo1160	0.0	0.0
lmo1161	0.0	0.0
lmo1162	0.0	0.0
lmo1163	1.0	1.0
lmo1164	1.0	1.0
lmo1165	0.0	0.0
lmo1166	0.0	0.0
lmo1167	0.0	0.0
lmo1168	0.0	0.0
lmo1169	0.0	0.0
lmo1170	0.0	0.0
lmo1171	0.0	0.0
lmo1172	0.0	0.0
lmo1173	3.0	1.584962501
lmo1174	0.0	0.0
lmo1175	1.0	1.0
lmo1176	3.0	1.584962501
lmo1177	1.0	1.0
lmo1178	0.0	0.0
lmo1179	0.0	0.0
lmo1180	0.0	0.0
lmo1181	8.0	3.0
lmo1182	1.0	1.0
lmo1183	0.0	0.0
lmo1184	0.0	0.0
lmo1185	0.0	0.0
lmo1186	1.0	1.0
lmo1187	1.0	1.0
lmo1188	0.0	0.0
lmo1189	0.0	0.0
lmo1190	0.0	0.0
lmo1191	0.0	0.0
lmo1192	0.0	0.0
lmo1193	0.0	0.0
lmo1194	0.0	0.0
lmo1195	2.0	1.0
lmo1196	0.0	0.0
lmo1197	0.0	0.0
lmo1198	0.0	0.0
lmo1199	0.0	0.0
lmo1200	0.0	0.0
lmo1201	0.0	0.0
lmo1202	1.0	1.0
lmo1203	0.0	0.0
lmo1204	0.0	0.0
lmo1205	0.0	0.0
lmo1206	0.0	0.0
lmo1207	0.0	0.0
lmo1208	2.0	1.0
lmo1209	1.0	1.0
lmo1210	0.0	0.0
lmo1211	0.0	0.0
lmo1212	1.0	1.0
lmo1213	0.0	0.0
lmo1214	1.0	1.0
lmo1215	2.0	1.0
lmo1216	0.0	0.0
lmo1217	0.0	0.0
lmo1218	0.0	0.0
lmo1219	0.0	0.0
lmo1220	2.0	1.0
lmo1221	1.0	1.0
lmo1222	0.0	0.0
lmo1223	1.0	1.0
lmo1224	0.0	0.0
lmo1225	0.0	0.0
lmo1226	0.0	0.0
lmo1227	1.0	1.0
lmo1228	0.0	0.0
lmo1229	0.0	0.0
lmo1230	0.0	0.0
lmo1231	0.0	0.0
lmo1232	0.0	0.0
lmo1233	0.0	0.0
lmo1234	5.0	2.321928095
lmo1235	0.0	0.0
lmo1236	0.0	0.0
lmo1237	0.0	0.0
lmo1238	4.0	2.0
lmo1239	0.0	0.0
lmo1240	5.0	2.321928095
lmo1241	0.0	0.0
lmo1242	0.0	0.0
lmo1243	0.0	0.0
lmo1244	0.0	0.0
lmo1245	0.0	0.0
lmo1246	0.0	0.0
lmo1247	0.0	0.0
lmo1248	0.0	0.0
lmo1249	0.0	0.0
lmo1250	0.0	0.0
lmo1251	0.0	0.0
lmo1252	0.0	0.0
lmo1253	0.0	0.0
lmo1254	0.0	0.0
lmo1255	0.0	0.0
lmo1256	0.0	0.0
lmo1257	0.0	0.0
lmo1258	0.0	0.0
lmo1259	7.0	2.807354922
lmo1260	0.0	0.0
lmo1261	1.0	1.0
lmo1262	0.0	0.0
lmo1263	0.0	0.0
lmo1264	0.0	0.0
lmo1265	1.0	1.0
lmo1266	1.0	1.0
lmo1267	61.0	5.930737338
lmo1268	4.0	2.0
lmo1269	0.0	0.0
lmo1270	0.0	0.0
lmo1271	0.0	0.0
lmo1272	0.0	0.0
lmo1273	4.0	2.0
lmo1274	0.0	0.0
lmo1275	6.0	2.584962501
lmo1276	13.0	3.700439718
lmo1277	0.0	0.0
lmo1278	0.0	0.0
lmo1279	4.0	2.0
lmo1280	1.0	1.0
lmo1281	0.0	0.0
lmo1282	0.0	0.0
lmo1283	0.0	0.0
lmo1284	0.0	0.0
lmo1285	1.0	1.0
lmo1286	8.0	3.0
lmo1287	16.0	4.0
lmo1288	0.0	0.0
lmo1289	0.0	0.0
lmo1290	0.0	0.0
lmo1291	0.0	0.0
lmo1292	2.0	1.0
lmo1293	6.0	2.584962501
lmo1294	1.0	1.0
lmo1295	0.0	0.0
lmo1296	2.0	1.0
lmo1297	0.0	0.0
lmo1298	2.0	1.0
lmo1299	4.0	2.0
lmo1300	0.0	0.0
lmo1301	0.0	0.0
lmo1302	1.0	1.0
lmo1303	0.0	0.0
lmo1304	0.0	0.0
lmo1305	0.0	0.0
lmo1306	0.0	0.0
lmo1307	5.0	2.321928095
lmo1308	1.0	1.0
lmo1309	0.0	0.0
lmo1310	0.0	0.0
lmo1311	0.0	0.0
lmo1312	0.0	0.0
lmo1313	0.0	0.0
lmo1314	28.0	4.807354922
lmo1315	0.0	0.0
lmo1316	3.0	1.584962501
lmo1317	0.0	0.0
lmo1318	0.0	0.0
lmo1319	1.0	1.0
lmo1320	20.0	4.321928095
lmo1321	2.0	1.0
lmo1322	3.0	1.584962501
lmo1323	0.0	0.0
lmo1324	0.0	0.0
lmo1325	5.0	2.321928095
lmo1326	0.0	0.0
lmo1327	3.0	1.584962501
lmo1328	1.0	1.0
lmo1329	0.0	0.0
lmo1330	4.0	2.0
lmo1331	0.0	0.0
lmo1332	1.0	1.0
lmo1333	0.0	0.0
lmo1333a	0.0	0.0
lmo1334	0.0	0.0
lmo1335	6.0	2.584962501
lmo1336	0.0	0.0
lmo1337	2.0	1.0
lmo1338	0.0	0.0
lmo1339	0.0	0.0
lmo1340	0.0	0.0
lmo1341	3.0	1.584962501
lmo1342	1.0	1.0
lmo1343	0.0	0.0
lmo1344	0.0	0.0
lmo1345	0.0	0.0
lmo1346	2.0	1.0
lmo1347	0.0	0.0
lmo1348	3.0	1.584962501
lmo1349	0.0	0.0
lmo1350	0.0	0.0
lmo1351	0.0	0.0
lmo1352	0.0	0.0
lmo1353	0.0	0.0
lmo1354	0.0	0.0
lmo1355	2.0	1.0
lmo1356	0.0	0.0
lmo1357	0.0	0.0
lmo1358	0.0	0.0
lmo1359	0.0	0.0
lmo1360	6.0	2.584962501
lmo1361	2.0	1.0
lmo1362	0.0	0.0
lmo1363	1.0	1.0
lmo1364	0.0	0.0
lmo1365	0.0	0.0
lmo1366	0.0	0.0
lmo1367	1.0	1.0
lmo1368	5.0	2.321928095
lmo1369	0.0	0.0
lmo1370	0.0	0.0
lmo1371	0.0	0.0
lmo1372	0.0	0.0
lmo1373	4.0	2.0
lmo1374	3.0	1.584962501
lmo1375	0.0	0.0
lmo1376	0.0	0.0
lmo1377	0.0	0.0
lmo1378	0.0	0.0
lmo1379	0.0	0.0
lmo1380	0.0	0.0
lmo1381	1.0	1.0
lmo1382	0.0	0.0
lmo1383	0.0	0.0
lmo1384	0.0	0.0
lmo1385	0.0	0.0
lmo1386	0.0	0.0
lmo1387	0.0	0.0
lmo1388	0.0	0.0
lmo1389	0.0	0.0
lmo1390	0.0	0.0
lmo1391	0.0	0.0
lmo1392	0.0	0.0
lmo1393	0.0	0.0
lmo1394	3.0	1.584962501
lmo1395	0.0	0.0
lmo1396	0.0	0.0
lmo1397	1.0	1.0
lmo1398	1.0	1.0
lmo1399	0.0	0.0
lmo13a	0.0	0.0
lmo1400	0.0	0.0
lmo1401	1.0	1.0
lmo1402	3.0	1.584962501
lmo1403	0.0	0.0
lmo1404	5.0	2.321928095
lmo1405	0.0	0.0
lmo1406	0.0	0.0
lmo1407	0.0	0.0
lmo1408	0.0	0.0
lmo1409	0.0	0.0
lmo1410	0.0	0.0
lmo1411	0.0	0.0
lmo1412	1.0	1.0
lmo1413	0.0	0.0
lmo1414	1.0	1.0
lmo1415	0.0	0.0
lmo1416	0.0	0.0
lmo1417	0.0	0.0
lmo1418	0.0	0.0
lmo1419	0.0	0.0
lmo1420	1.0	1.0
lmo1421	0.0	0.0
lmo1422	0.0	0.0
lmo1423	5.0	2.321928095
lmo1424	0.0	0.0
lmo1425	0.0	0.0
lmo1426	1.0	1.0
lmo1427	0.0	0.0
lmo1428	6.0	2.584962501
lmo1429	0.0	0.0
lmo1430	0.0	0.0
lmo1431	0.0	0.0
lmo1432	0.0	0.0
lmo1433	0.0	0.0
lmo1434	1.0	1.0
lmo1435	8.0	3.0
lmo1436	2.0	1.0
lmo1437	0.0	0.0
lmo1438	0.0	0.0
lmo1439	241.0	7.912889336
lmo1440	0.0	0.0
lmo1441	5.0	2.321928095
lmo1442	0.0	0.0
lmo1443	0.0	0.0
lmo1444	0.0	0.0
lmo1445	0.0	0.0
lmo1446	0.0	0.0
lmo1447	0.0	0.0
lmo1448	1.0	1.0
lmo1449	0.0	0.0
lmo1450	0.0	0.0
lmo1451	0.0	0.0
lmo1452	0.0	0.0
lmo1453	3.0	1.584962501
lmo1454	0.0	0.0
lmo1455	5.0	2.321928095
lmo1456	0.0	0.0
lmo1457	0.0	0.0
lmo1458	1.0	1.0
lmo1459	1.0	1.0
lmo1460	3.0	1.584962501
lmo1461	0.0	0.0
lmo1462	0.0	0.0
lmo1463	3.0	1.584962501
lmo1464	1.0	1.0
lmo1465	0.0	0.0
lmo1466	0.0	0.0
lmo1467	0.0	0.0
lmo1468	0.0	0.0
lmo1469	0.0	0.0
lmo1470	2.0	1.0
lmo1471	1.0	1.0
lmo1472	9.0	3.169925001
lmo1473	149.0	7.21916852
lmo1474	9.0	3.169925001
lmo1475	0.0	0.0
lmo1476	0.0	0.0
lmo1477	1.0	1.0
lmo1478	0.0	0.0
lmo1479	4.0	2.0
lmo1480	5.0	2.321928095
lmo1481	1.0	1.0
lmo1482	0.0	0.0
lmo1483	0.0	0.0
lmo1484	0.0	0.0
lmo1485	0.0	0.0
lmo1486	0.0	0.0
lmo1487	0.0	0.0
lmo1488	1.0	1.0
lmo1489	0.0	0.0
lmo1490	0.0	0.0
lmo1491	0.0	0.0
lmo1492	0.0	0.0
lmo1493	0.0	0.0
lmo1494	0.0	0.0
lmo1495	0.0	0.0
lmo1496	25.0	4.64385619
lmo1497	0.0	0.0
lmo1498	1.0	1.0
lmo1499	0.0	0.0
lmo1500	0.0	0.0
lmo1501	0.0	0.0
lmo1502	0.0	0.0
lmo1503	0.0	0.0
lmo1504	5.0	2.321928095
lmo1505	0.0	0.0
lmo1506	0.0	0.0
lmo1507	0.0	0.0
lmo1508	3.0	1.584962501
lmo1509	0.0	0.0
lmo1510	0.0	0.0
lmo1511	0.0	0.0
lmo1512	3.0	1.584962501
lmo1513	2.0	1.0
lmo1514	0.0	0.0
lmo1515	0.0	0.0
lmo1516	1.0	1.0
lmo1517	0.0	0.0
lmo1518	0.0	0.0
lmo1519	4.0	2.0
lmo1520	0.0	0.0
lmo1521	0.0	0.0
lmo1522	0.0	0.0
lmo1523	9.0	3.169925001
lmo1524	0.0	0.0
lmo1525	0.0	0.0
lmo1526	0.0	0.0
lmo1527	0.0	0.0
lmo1528	0.0	0.0
lmo1529	0.0	0.0
lmo1530	2.0	1.0
lmo1531	0.0	0.0
lmo1532	1.0	1.0
lmo1533	0.0	0.0
lmo1534	0.0	0.0
lmo1535	0.0	0.0
lmo1536	0.0	0.0
lmo1537	2.0	1.0
lmo1538	3.0	1.584962501
lmo1539	1.0	1.0
lmo1540	5.0	2.321928095
lmo1541	0.0	0.0
lmo1542	2.0	1.0
lmo1543	0.0	0.0
lmo1544	0.0	0.0
lmo1545	1.0	1.0
lmo1546	0.0	0.0
lmo1547	6.0	2.584962501
lmo1548	6.0	2.584962501
lmo1549	0.0	0.0
lmo1550	0.0	0.0
lmo1551	8.0	3.0
lmo1552	0.0	0.0
lmo1553	0.0	0.0
lmo1554	7.0	2.807354922
lmo1555	1.0	1.0
lmo1556	1.0	1.0
lmo1557	3.0	1.584962501
lmo1558	1.0	1.0
lmo1559	7.0	2.807354922
lmo1560	4.0	2.0
lmo1561	0.0	0.0
lmo1562	1.0	1.0
lmo1563	1.0	1.0
lmo1564	1.0	1.0
lmo1565	11.0	3.459431619
lmo1566	2.0	1.0
lmo1567	0.0	0.0
lmo1568	0.0	0.0
lmo1569	0.0	0.0
lmo1570	0.0	0.0
lmo1571	3.0	1.584962501
lmo1572	4.0	2.0
lmo1573	3.0	1.584962501
lmo1574	1.0	1.0
lmo1575	1.0	1.0
lmo1576	0.0	0.0
lmo1577	0.0	0.0
lmo1578	0.0	0.0
lmo1579	0.0	0.0
lmo1580	0.0	0.0
lmo1581	4.0	2.0
lmo1582	2.0	1.0
lmo1583	19.0	4.247927513
lmo1584	0.0	0.0
lmo1585	5.0	2.321928095
lmo1586	0.0	0.0
lmo1587	0.0	0.0
lmo1588	0.0	0.0
lmo1589	2.0	1.0
lmo1590	0.0	0.0
lmo1591	7.0	2.807354922
lmo1592	0.0	0.0
lmo1593	0.0	0.0
lmo1594	0.0	0.0
lmo1595	3.0	1.584962501
lmo1596	0.0	0.0
lmo1596a	0.0	0.0
lmo1597	0.0	0.0
lmo1598	1.0	1.0
lmo1599	2.0	1.0
lmo1600	9.0	3.169925001
lmo1601	0.0	0.0
lmo1602	0.0	0.0
lmo1603	0.0	0.0
lmo1604	0.0	0.0
lmo1605	0.0	0.0
lmo1606	0.0	0.0
lmo1607	0.0	0.0
lmo1608	0.0	0.0
lmo1609	0.0	0.0
lmo1610	0.0	0.0
lmo1611	0.0	0.0
lmo1612	0.0	0.0
lmo1613	0.0	0.0
lmo1614	0.0	0.0
lmo1615	5.0	2.321928095
lmo1616	0.0	0.0
lmo1617	1.0	1.0
lmo1618	0.0	0.0
lmo1619	0.0	0.0
lmo1620	0.0	0.0
lmo1621	0.0	0.0
lmo1622	0.0	0.0
lmo1623	0.0	0.0
lmo1624	1.0	1.0
lmo1625	0.0	0.0
lmo1626	2.0	1.0
lmo1627	0.0	0.0
lmo1628	2.0	1.0
lmo1629	1.0	1.0
lmo1630	0.0	0.0
lmo1631	3.0	1.584962501
lmo1632	1.0	1.0
lmo1633	9.0	3.169925001
lmo1634	0.0	0.0
lmo1635	0.0	0.0
lmo1636	0.0	0.0
lmo1637	0.0	0.0
lmo1638	0.0	0.0
lmo1639	0.0	0.0
lmo1640	0.0	0.0
lmo1641	0.0	0.0
lmo1642	0.0	0.0
lmo1643	0.0	0.0
lmo1644	0.0	0.0
lmo1645	0.0	0.0
lmo1646	0.0	0.0
lmo1647	0.0	0.0
lmo1648	0.0	0.0
lmo1649	0.0	0.0
lmo1650	0.0	0.0
lmo1651	5.0	2.321928095
lmo1652	1.0	1.0
lmo1653	0.0	0.0
lmo1654	0.0	0.0
lmo1655	0.0	0.0
lmo1656	1.0	1.0
lmo1657	125.0	6.965784285
lmo1658	2.0	1.0
lmo1659	0.0	0.0
lmo1660	12.0	3.584962501
lmo1661	0.0	0.0
lmo1662	6.0	2.584962501
lmo1663	0.0	0.0
lmo1664	0.0	0.0
lmo1665	0.0	0.0
lmo1666	0.0	0.0
lmo1667	0.0	0.0
lmo1668	0.0	0.0
lmo1669	2.0	1.0
lmo1670	3.0	1.584962501
lmo1671	0.0	0.0
lmo1672	5.0	2.321928095
lmo1673	2.0	1.0
lmo1674	0.0	0.0
lmo1675	16.0	4.0
lmo1676	0.0	0.0
lmo1677	0.0	0.0
lmo1678	0.0	0.0
lmo1679	0.0	0.0
lmo1680	0.0	0.0
lmo1681	5.0	2.321928095
lmo1682	0.0	0.0
lmo1683	0.0	0.0
lmo1684	0.0	0.0
lmo1685	0.0	0.0
lmo1686	0.0	0.0
lmo1687	0.0	0.0
lmo1688	0.0	0.0
lmo1689	9.0	3.169925001
lmo1690	0.0	0.0
lmo1691	2.0	1.0
lmo1692	0.0	0.0
lmo1693	1.0	1.0
lmo1694	2.0	1.0
lmo1695	0.0	0.0
lmo1696	0.0	0.0
lmo1697	1.0	1.0
lmo1698	0.0	0.0
lmo1699	0.0	0.0
lmo1700	0.0	0.0
lmo1701	0.0	0.0
lmo1702	0.0	0.0
lmo1703	4.0	2.0
lmo1704	1.0	1.0
lmo1705	0.0	0.0
lmo1706	3.0	1.584962501
lmo1707	0.0	0.0
lmo1708	1.0	1.0
lmo1709	0.0	0.0
lmo1710	0.0	0.0
lmo1711	0.0	0.0
lmo1712	2.0	1.0
lmo1713	3.0	1.584962501
lmo1714	0.0	0.0
lmo1715	0.0	0.0
lmo1716	1.0	1.0
lmo1717	6.0	2.584962501
lmo1718	1.0	1.0
lmo1719	0.0	0.0
lmo1720	0.0	0.0
lmo1721	6.0	2.584962501
lmo1722	2.0	1.0
lmo1723	0.0	0.0
lmo1724	1.0	1.0
lmo1725	1.0	1.0
lmo1726	0.0	0.0
lmo1727	0.0	0.0
lmo1728	0.0	0.0
lmo1729	0.0	0.0
lmo1730	0.0	0.0
lmo1731	0.0	0.0
lmo1732	0.0	0.0
lmo1733	1.0	1.0
lmo1734	0.0	0.0
lmo1735	3.0	1.584962501
lmo1736	0.0	0.0
lmo1737	0.0	0.0
lmo1738	0.0	0.0
lmo1739	0.0	0.0
lmo1740	0.0	0.0
lmo1741	0.0	0.0
lmo1742	0.0	0.0
lmo1743	0.0	0.0
lmo1744	0.0	0.0
lmo1745	0.0	0.0
lmo1746	0.0	0.0
lmo1747	0.0	0.0
lmo1748	0.0	0.0
lmo1749	0.0	0.0
lmo1750	0.0	0.0
lmo1751	0.0	0.0
lmo1752	0.0	0.0
lmo1753	0.0	0.0
lmo1754	2.0	1.0
lmo1755	0.0	0.0
lmo1756	1.0	1.0
lmo1757	3.0	1.584962501
lmo1758	3.0	1.584962501
lmo1759	12.0	3.584962501
lmo1760	0.0	0.0
lmo1761	0.0	0.0
lmo1762	0.0	0.0
lmo1763	0.0	0.0
lmo1764	28.0	4.807354922
lmo1765	6.0	2.584962501
lmo1766	0.0	0.0
lmo1767	0.0	0.0
lmo1768	0.0	0.0
lmo1769	0.0	0.0
lmo1770	19.0	4.247927513
lmo1771	0.0	0.0
lmo1772	0.0	0.0
lmo1773	5.0	2.321928095
lmo1774	1.0	1.0
lmo1775	0.0	0.0
lmo1776	0.0	0.0
lmo1777	0.0	0.0
lmo1778	0.0	0.0
lmo1779	0.0	0.0
lmo1780	1.0	1.0
lmo1781	0.0	0.0
lmo1782	2.0	1.0
lmo1783	4.0	2.0
lmo1784	2.0	1.0
lmo1785	15.0	3.906890596
lmo1786	0.0	0.0
lmo1787	0.0	0.0
lmo1788	0.0	0.0
lmo1789	2.0	1.0
lmo1790	0.0	0.0
lmo1791	0.0	0.0
lmo1792	7.0	2.807354922
lmo1793	3.0	1.584962501
lmo1794	0.0	0.0
lmo1795	0.0	0.0
lmo1796	0.0	0.0
lmo1797	6.0	2.584962501
lmo1798	0.0	0.0
lmo1799	0.0	0.0
lmo1800	0.0	0.0
lmo1801	10.0	3.321928095
lmo1802	0.0	0.0
lmo1803	0.0	0.0
lmo1804	0.0	0.0
lmo1805	0.0	0.0
lmo1806	0.0	0.0
lmo1807	0.0	0.0
lmo1808	4.0	2.0
lmo1809	10.0	3.321928095
lmo1810	0.0	0.0
lmo1811	0.0	0.0
lmo1812	0.0	0.0
lmo1813	0.0	0.0
lmo1814	1.0	1.0
lmo1815	0.0	0.0
lmo1816	0.0	0.0
lmo1817	0.0	0.0
lmo1818	4.0	2.0
lmo1819	0.0	0.0
lmo1820	0.0	0.0
lmo1821	0.0	0.0
lmo1822	0.0	0.0
lmo1823	0.0	0.0
lmo1824	8.0	3.0
lmo1825	0.0	0.0
lmo1826	0.0	0.0
lmo1827	10.0	3.321928095
lmo1828	0.0	0.0
lmo1829	0.0	0.0
lmo1830	0.0	0.0
lmo1831	2.0	1.0
lmo1832	0.0	0.0
lmo1833	1.0	1.0
lmo1834	3.0	1.584962501
lmo1835	15.0	3.906890596
lmo1836	0.0	0.0
lmo1837	4.0	2.0
lmo1838	0.0	0.0
lmo1839	1.0	1.0
lmo1840	0.0	0.0
lmo1841	0.0	0.0
lmo1842	0.0	0.0
lmo1843	0.0	0.0
lmo1844	0.0	0.0
lmo1845	0.0	0.0
lmo1846	1.0	1.0
lmo1847	0.0	0.0
lmo1848	0.0	0.0
lmo1849	0.0	0.0
lmo1850	0.0	0.0
lmo1851	0.0	0.0
lmo1852	0.0	0.0
lmo1853	0.0	0.0
lmo1854	0.0	0.0
lmo1855	0.0	0.0
lmo1856	3.0	1.584962501
lmo1857	0.0	0.0
lmo1858	1.0	1.0
lmo1859	0.0	0.0
lmo1860	5.0	2.321928095
lmo1861	0.0	0.0
lmo1862	1.0	1.0
lmo1863	0.0	0.0
lmo1864	0.0	0.0
lmo1865	0.0	0.0
lmo1866	0.0	0.0
lmo1867	0.0	0.0
lmo1868	0.0	0.0
lmo1869	0.0	0.0
lmo1870	0.0	0.0
lmo1871	0.0	0.0
lmo1872	0.0	0.0
lmo1873	1.0	1.0
lmo1874	0.0	0.0
lmo1875	0.0	0.0
lmo1877	0.0	0.0
lmo1878	0.0	0.0
lmo1879	0.0	0.0
lmo1880	1.0	1.0
lmo1881	0.0	0.0
lmo1882	0.0	0.0
lmo1883	0.0	0.0
lmo1884	3.0	1.584962501
lmo1885	0.0	0.0
lmo1886	0.0	0.0
lmo1887	0.0	0.0
lmo1888	0.0	0.0
lmo1889	0.0	0.0
lmo1890	1.0	1.0
lmo1891	0.0	0.0
lmo1892	0.0	0.0
lmo1893	0.0	0.0
lmo1894	2.0	1.0
lmo1895	1.0	1.0
lmo1896	4.0	2.0
lmo1897	0.0	0.0
lmo1898	3.0	1.584962501
lmo1899	0.0	0.0
lmo1900	4.0	2.0
lmo1901	3.0	1.584962501
lmo1902	1.0	1.0
lmo1903	0.0	0.0
lmo1904	0.0	0.0
lmo1905	0.0	0.0
lmo1906	0.0	0.0
lmo1907	0.0	0.0
lmo1908	0.0	0.0
lmo1909	0.0	0.0
lmo1910	0.0	0.0
lmo1911	1.0	1.0
lmo1912	0.0	0.0
lmo1913	0.0	0.0
lmo1914	4.0	2.0
lmo1915	1.0	1.0
lmo1916	0.0	0.0
lmo1917	5.0	2.321928095
lmo1918	1.0	1.0
lmo1919	0.0	0.0
lmo1920	0.0	0.0
lmo1921	0.0	0.0
lmo1922	0.0	0.0
lmo1923	0.0	0.0
lmo1924	3.0	1.584962501
lmo1925	0.0	0.0
lmo1926	0.0	0.0
lmo1927	5.0	2.321928095
lmo1928	0.0	0.0
lmo1929	17.0	4.087462841
lmo1930	0.0	0.0
lmo1931	0.0	0.0
lmo1932	1.0	1.0
lmo1933	1.0	1.0
lmo1934	34.0	5.087462841
lmo1935	6.0	2.584962501
lmo1936	3.0	1.584962501
lmo1937	3.0	1.584962501
lmo1938	1.0	1.0
lmo1939	4.0	2.0
lmo1940	0.0	0.0
lmo1941	0.0	0.0
lmo1942	2.0	1.0
lmo1943	0.0	0.0
lmo1944	0.0	0.0
lmo1945	0.0	0.0
lmo1946	1.0	1.0
lmo1947	1.0	1.0
lmo1948	0.0	0.0
lmo1949	0.0	0.0
lmo1950	0.0	0.0
lmo1951	0.0	0.0
lmo1952	2.0	1.0
lmo1953	22.0	4.459431619
